shipment_id,to_site,site_id,route_key,supplier_id,dispatch_dt,eta_dt,lead_days,delay_days,status,study_code,month
SHP-022-3,SITE-022,SITE-022,US->US,SPLR-A,2025-09-28,2025-10-08,10,3.0,Quarantined,BLZ-137,2025-09
SHP-023-1,SITE-023,SITE-023,DE->ES,SPLR-B,2025-07-13,2025-07-18,5,-2.0,Quarantined,BLZ-137,2025-07
SHP-023-1,SITE-023,SITE-023,DE->ES,SPLR-B,2025-07-17,2025-07-28,11,4.0,Quarantined,BLZ-137,2025-07
SHP-023-1,SITE-023,SITE-023,DE->ES,SPLR-B,2025-07-21,2025-07-27,6,-1.0,Quarantined,BLZ-137,2025-07
SHP-023-2,SITE-023,SITE-023,DE->ES,SPLR-B,2025-08-13,2025-08-24,11,4.0,Delivered,BLZ-137,2025-08
SHP-023-2,SITE-023,SITE-023,DE->ES,SPLR-B,2025-07-28,2025-08-08,11,4.0,Delivered,BLZ-137,2025-07
SHP-023-2,SITE-023,SITE-023,DE->ES,SPLR-B,2025-08-05,2025-08-10,5,-2.0,In Transit,BLZ-137,2025-08
SHP-023-3,SITE-023,SITE-023,DE->ES,SPLR-B,2025-09-30,2025-10-09,9,2.0,Quarantined,BLZ-137,2025-09
SHP-023-3,SITE-023,SITE-023,DE->ES,SPLR-B,2025-09-13,2025-09-22,9,2.0,Quarantined,BLZ-137,2025-09
SHP-023-3,SITE-023,SITE-023,DE->ES,SPLR-B,2025-10-05,2025-10-18,13,6.0,Quarantined,BLZ-137,2025-10
SHP-024-1,SITE-024,SITE-024,DE->ES,SPLR-B,2025-07-16,2025-07-25,9,2.0,Quarantined,BLZ-137,2025-07
SHP-024-1,SITE-024,SITE-024,DE->ES,SPLR-B,2025-07-19,2025-07-29,10,3.0,Quarantined,BLZ-137,2025-07
SHP-024-1,SITE-024,SITE-024,DE->ES,SPLR-B,2025-07-24,2025-08-01,8,1.0,Quarantined,BLZ-137,2025-07
SHP-024-2,SITE-024,SITE-024,DE->ES,SPLR-B,2025-07-25,2025-08-05,11,4.0,Delivered,BLZ-137,2025-07
SHP-024-2,SITE-024,SITE-024,DE->ES,SPLR-B,2025-07-29,2025-08-06,8,1.0,Delivered,BLZ-137,2025-07
SHP-024-2,SITE-024,SITE-024,DE->ES,SPLR-B,2025-08-11,2025-08-18,7,0.0,Delivered,BLZ-137,2025-08
SHP-024-3,SITE-024,SITE-024,DE->ES,SPLR-B,2025-09-15,2025-09-22,7,0.0,Quarantined,BLZ-137,2025-09
SHP-024-3,SITE-024,SITE-024,DE->ES,SPLR-B,2025-09-25,2025-09-30,5,-2.0,Quarantined,BLZ-137,2025-09
SHP-024-3,SITE-024,SITE-024,DE->ES,SPLR-B,2025-09-26,2025-10-07,11,4.0,Quarantined,BLZ-137,2025-09
SHP-025-1,SITE-025,SITE-025,DE->GB,SPLR-B,2025-08-02,2025-08-07,5,-2.0,Delivered,BLZ-137,2025-08
SHP-025-1,SITE-025,SITE-025,DE->GB,SPLR-B,2025-07-18,2025-07-30,12,5.0,Delivered,BLZ-137,2025-07
SHP-025-1,SITE-025,SITE-025,DE->GB,SPLR-B,2025-07-11,2025-07-16,5,-2.0,Delivered,BLZ-137,2025-07
SHP-025-2,SITE-025,SITE-025,DE->GB,SPLR-B,2025-07-31,2025-08-13,13,6.0,Delivered,BLZ-137,2025-07
SHP-025-2,SITE-025,SITE-025,DE->GB,SPLR-B,2025-07-31,2025-08-08,8,1.0,Delivered,BLZ-137,2025-07
SHP-025-2,SITE-025,SITE-025,DE->GB,SPLR-B,2025-07-31,2025-08-09,9,2.0,Delivered,BLZ-137,2025-07
SHP-025-3,SITE-025,SITE-025,DE->GB,SPLR-B,2025-10-01,2025-10-14,13,6.0,Quarantined,BLZ-137,2025-10
SHP-025-3,SITE-025,SITE-025,DE->GB,SPLR-B,2025-09-16,2025-09-29,13,6.0,Quarantined,BLZ-137,2025-09
SHP-025-3,SITE-025,SITE-025,DE->GB,SPLR-B,2025-09-28,2025-10-03,5,-2.0,Quarantined,BLZ-137,2025-09
SHP-026-1,SITE-026,SITE-026,DE->NL,SPLR-B,2025-07-25,2025-07-31,6,-1.0,Delivered,BLZ-137,2025-07
SHP-026-1,SITE-026,SITE-026,DE->NL,SPLR-B,2025-07-26,2025-08-06,11,4.0,In Transit,BLZ-137,2025-07
SHP-026-1,SITE-026,SITE-026,DE->NL,SPLR-B,2025-07-24,2025-08-05,12,5.0,Delivered,BLZ-137,2025-07
SHP-026-2,SITE-026,SITE-026,DE->NL,SPLR-B,2025-08-06,2025-08-16,10,3.0,Quarantined,BLZ-137,2025-08
SHP-026-2,SITE-026,SITE-026,DE->NL,SPLR-B,2025-08-11,2025-08-24,13,6.0,Quarantined,BLZ-137,2025-08
SHP-026-2,SITE-026,SITE-026,DE->NL,SPLR-B,2025-08-09,2025-08-14,5,-2.0,Quarantined,BLZ-137,2025-08
SHP-026-3,SITE-026,SITE-026,DE->NL,SPLR-B,2025-09-22,2025-09-29,7,0.0,Quarantined,BLZ-137,2025-09
SHP-026-3,SITE-026,SITE-026,DE->NL,SPLR-B,2025-10-14,2025-10-25,11,4.0,Quarantined,BLZ-137,2025-10
SHP-026-3,SITE-026,SITE-026,DE->NL,SPLR-B,2025-09-30,2025-10-05,5,-2.0,Quarantined,BLZ-137,2025-09
SHP-027-1,SITE-027,SITE-027,DE->GB,SPLR-B,2025-07-19,2025-08-01,13,6.0,Quarantined,BLZ-137,2025-07
SHP-027-1,SITE-027,SITE-027,DE->GB,SPLR-B,2025-07-07,2025-07-13,6,-1.0,Quarantined,BLZ-137,2025-07
SHP-027-1,SITE-027,SITE-027,DE->GB,SPLR-B,2025-07-22,2025-07-29,7,0.0,Quarantined,BLZ-137,2025-07
SHP-027-2,SITE-027,SITE-027,DE->GB,SPLR-B,2025-08-18,2025-08-27,9,2.0,Quarantined,BLZ-137,2025-08
SHP-027-2,SITE-027,SITE-027,DE->GB,SPLR-B,2025-07-30,2025-08-12,13,6.0,Quarantined,BLZ-137,2025-07
SHP-027-2,SITE-027,SITE-027,DE->GB,SPLR-B,2025-06-17,2025-06-29,12,5.0,Quarantined,BLZ-137,2025-06
SHP-027-3,SITE-027,SITE-027,DE->GB,SPLR-B,2025-10-04,2025-10-15,11,4.0,Quarantined,BLZ-137,2025-10
SHP-027-3,SITE-027,SITE-027,DE->GB,SPLR-B,2025-09-26,2025-10-09,13,6.0,Quarantined,BLZ-137,2025-09
SHP-027-3,SITE-027,SITE-027,DE->GB,SPLR-B,2025-10-04,2025-10-12,8,1.0,Quarantined,BLZ-137,2025-10
SHP-028-1,SITE-028,SITE-028,JP->KR,SPLR-D,2025-07-27,2025-08-08,12,5.0,Quarantined,BLZ-137,2025-07
SHP-028-1,SITE-028,SITE-028,JP->KR,SPLR-D,2025-07-28,2025-08-05,8,1.0,Quarantined,BLZ-137,2025-07
SHP-028-1,SITE-028,SITE-028,JP->KR,SPLR-D,2025-07-20,2025-07-27,7,0.0,Quarantined,BLZ-137,2025-07
SHP-028-2,SITE-028,SITE-028,JP->KR,SPLR-D,2025-08-01,2025-08-10,9,2.0,Delivered,BLZ-137,2025-08
SHP-028-2,SITE-028,SITE-028,JP->KR,SPLR-D,2025-08-11,2025-08-16,5,-2.0,Delivered,BLZ-137,2025-08
SHP-028-2,SITE-028,SITE-028,JP->KR,SPLR-D,2025-07-17,2025-07-26,9,2.0,Delivered,BLZ-137,2025-07
SHP-028-3,SITE-028,SITE-028,JP->KR,SPLR-D,2025-09-17,2025-09-28,11,4.0,Delivered,BLZ-137,2025-09
SHP-028-3,SITE-028,SITE-028,JP->KR,SPLR-D,2025-10-01,2025-10-12,11,4.0,Delivered,BLZ-137,2025-10
SHP-028-3,SITE-028,SITE-028,JP->KR,SPLR-D,2025-10-01,2025-10-13,12,5.0,Delivered,BLZ-137,2025-10
SHP-029-1,SITE-029,SITE-029,JP->JP,SPLR-D,2025-07-25,2025-08-07,13,6.0,Quarantined,BLZ-137,2025-07
SHP-029-1,SITE-029,SITE-029,JP->JP,SPLR-D,2025-07-09,2025-07-18,9,2.0,Quarantined,BLZ-137,2025-07
SHP-029-1,SITE-029,SITE-029,JP->JP,SPLR-D,2025-07-22,2025-07-27,5,-2.0,Quarantined,BLZ-137,2025-07
SHP-029-2,SITE-029,SITE-029,JP->JP,SPLR-D,2025-07-27,2025-08-03,7,0.0,Quarantined,BLZ-137,2025-07
SHP-029-2,SITE-029,SITE-029,JP->JP,SPLR-D,2025-08-05,2025-08-11,6,-1.0,Quarantined,BLZ-137,2025-08
SHP-029-2,SITE-029,SITE-029,JP->JP,SPLR-D,2025-08-01,2025-08-06,5,-2.0,Quarantined,BLZ-137,2025-08
SHP-029-3,SITE-029,SITE-029,JP->JP,SPLR-D,2025-10-16,2025-10-28,12,5.0,Quarantined,BLZ-137,2025-10
SHP-029-3,SITE-029,SITE-029,JP->JP,SPLR-D,2025-09-22,2025-09-30,8,1.0,Quarantined,BLZ-137,2025-09
SHP-029-3,SITE-029,SITE-029,JP->JP,SPLR-D,2025-09-15,2025-09-23,8,1.0,Quarantined,BLZ-137,2025-09
SHP-030-1,SITE-030,SITE-030,DE->GB,SPLR-B,2025-07-06,2025-07-11,5,-2.0,Delivered,BLZ-137,2025-07
SHP-030-1,SITE-030,SITE-030,DE->GB,SPLR-B,2025-07-31,2025-08-10,10,3.0,Delivered,BLZ-137,2025-07
SHP-030-1,SITE-030,SITE-030,DE->GB,SPLR-B,2025-07-25,2025-07-31,6,-1.0,Delivered,BLZ-137,2025-07
SHP-030-2,SITE-030,SITE-030,DE->GB,SPLR-B,2025-08-10,2025-08-20,10,3.0,Delivered,BLZ-137,2025-08
SHP-030-2,SITE-030,SITE-030,DE->GB,SPLR-B,2025-07-15,2025-07-27,12,5.0,Delivered,BLZ-137,2025-07
SHP-030-2,SITE-030,SITE-030,DE->GB,SPLR-B,2025-07-31,2025-08-09,9,2.0,Delivered,BLZ-137,2025-07
SHP-030-3,SITE-030,SITE-030,DE->GB,SPLR-B,2025-10-08,2025-10-15,7,0.0,Quarantined,BLZ-137,2025-10
SHP-030-3,SITE-030,SITE-030,DE->GB,SPLR-B,2025-09-18,2025-09-30,12,5.0,Quarantined,BLZ-137,2025-09
SHP-030-3,SITE-030,SITE-030,DE->GB,SPLR-B,2025-10-03,2025-10-13,10,3.0,Quarantined,BLZ-137,2025-10
SHP-031-1,SITE-031,SITE-031,IN->IN,SPLR-C,2025-07-24,2025-08-04,11,4.0,In Transit,BLZ-137,2025-07
SHP-031-1,SITE-031,SITE-031,IN->IN,SPLR-C,2025-07-25,2025-08-05,11,4.0,Delivered,BLZ-137,2025-07
SHP-031-1,SITE-031,SITE-031,IN->IN,SPLR-C,2025-07-21,2025-07-31,10,3.0,In Transit,BLZ-137,2025-07
SHP-031-2,SITE-031,SITE-031,IN->IN,SPLR-C,2025-08-12,2025-08-22,10,3.0,In Transit,BLZ-137,2025-08
SHP-031-2,SITE-031,SITE-031,IN->IN,SPLR-C,2025-08-14,2025-08-27,13,6.0,In Transit,BLZ-137,2025-08
SHP-031-2,SITE-031,SITE-031,IN->IN,SPLR-C,2025-07-25,2025-08-04,10,3.0,Delivered,BLZ-137,2025-07
SHP-031-3,SITE-031,SITE-031,IN->IN,SPLR-C,2025-10-03,2025-10-10,7,0.0,Quarantined,BLZ-137,2025-10
SHP-031-3,SITE-031,SITE-031,IN->IN,SPLR-C,2025-09-27,2025-10-10,13,6.0,Quarantined,BLZ-137,2025-09
SHP-031-3,SITE-031,SITE-031,IN->IN,SPLR-C,2025-09-21,2025-09-26,5,-2.0,Quarantined,BLZ-137,2025-09
SHP-032-1,SITE-032,SITE-032,DE->FR,SPLR-B,2025-07-18,2025-07-28,10,3.0,Quarantined,BLZ-137,2025-07
SHP-032-1,SITE-032,SITE-032,DE->FR,SPLR-B,2025-07-23,2025-08-01,9,2.0,Quarantined,BLZ-137,2025-07
SHP-032-1,SITE-032,SITE-032,DE->FR,SPLR-B,2025-07-19,2025-07-31,12,5.0,Quarantined,BLZ-137,2025-07
SHP-032-2,SITE-032,SITE-032,DE->FR,SPLR-B,2025-07-21,2025-07-28,7,0.0,Quarantined,BLZ-137,2025-07
SHP-032-2,SITE-032,SITE-032,DE->FR,SPLR-B,2025-08-10,2025-08-23,13,6.0,Quarantined,BLZ-137,2025-08
SHP-032-2,SITE-032,SITE-032,DE->FR,SPLR-B,2025-08-04,2025-08-10,6,-1.0,Quarantined,BLZ-137,2025-08
SHP-032-3,SITE-032,SITE-032,DE->FR,SPLR-B,2025-09-30,2025-10-09,9,2.0,Quarantined,BLZ-137,2025-09
SHP-032-3,SITE-032,SITE-032,DE->FR,SPLR-B,2025-10-01,2025-10-07,6,-1.0,Quarantined,BLZ-137,2025-10
SHP-032-3,SITE-032,SITE-032,DE->FR,SPLR-B,2025-10-01,2025-10-11,10,3.0,Quarantined,BLZ-137,2025-10
SHP-033-1,SITE-033,SITE-033,JP->JP,SPLR-D,2025-07-01,2025-07-07,6,-1.0,Quarantined,BLZ-137,2025-07
SHP-033-1,SITE-033,SITE-033,JP->JP,SPLR-D,2025-07-26,2025-07-31,5,-2.0,Quarantined,BLZ-137,2025-07
SHP-033-1,SITE-033,SITE-033,JP->JP,SPLR-D,2025-07-14,2025-07-19,5,-2.0,Quarantined,BLZ-137,2025-07
SHP-033-2,SITE-033,SITE-033,JP->JP,SPLR-D,2025-07-18,2025-07-30,12,5.0,Delivered,BLZ-137,2025-07
SHP-033-2,SITE-033,SITE-033,JP->JP,SPLR-D,2025-08-12,2025-08-22,10,3.0,Delivered,BLZ-137,2025-08
SHP-033-2,SITE-033,SITE-033,JP->JP,SPLR-D,2025-08-07,2025-08-19,12,5.0,Delivered,BLZ-137,2025-08
SHP-033-3,SITE-033,SITE-033,JP->JP,SPLR-D,2025-09-18,2025-09-25,7,0.0,Quarantined,BLZ-137,2025-09
SHP-033-3,SITE-033,SITE-033,JP->JP,SPLR-D,2025-09-26,2025-10-09,13,6.0,Quarantined,BLZ-137,2025-09
SHP-033-3,SITE-033,SITE-033,JP->JP,SPLR-D,2025-09-29,2025-10-08,9,2.0,Quarantined,BLZ-137,2025-09
SHP-034-1,SITE-034,SITE-034,DE->FR,SPLR-B,2025-07-21,2025-07-26,5,-2.0,Quarantined,BLZ-137,2025-07
SHP-034-1,SITE-034,SITE-034,DE->FR,SPLR-B,2025-06-15,2025-06-25,10,3.0,Quarantined,BLZ-137,2025-06
SHP-034-1,SITE-034,SITE-034,DE->FR,SPLR-B,2025-07-21,2025-08-02,12,5.0,Quarantined,BLZ-137,2025-07
SHP-034-2,SITE-034,SITE-034,DE->FR,SPLR-B,2025-07-28,2025-08-08,11,4.0,Quarantined,BLZ-137,2025-07
SHP-034-2,SITE-034,SITE-034,DE->FR,SPLR-B,2025-08-15,2025-08-21,6,-1.0,Quarantined,BLZ-137,2025-08
SHP-034-2,SITE-034,SITE-034,DE->FR,SPLR-B,2025-07-20,2025-08-02,13,6.0,Quarantined,BLZ-137,2025-07
SHP-034-3,SITE-034,SITE-034,DE->FR,SPLR-B,2025-10-01,2025-10-08,7,0.0,Quarantined,BLZ-137,2025-10
SHP-034-3,SITE-034,SITE-034,DE->FR,SPLR-B,2025-10-04,2025-10-17,13,6.0,Quarantined,BLZ-137,2025-10
SHP-034-3,SITE-034,SITE-034,DE->FR,SPLR-B,2025-09-07,2025-09-17,10,3.0,Quarantined,BLZ-137,2025-09
SHP-035-1,SITE-035,SITE-035,DE->ZA,SPLR-B,2025-07-11,2025-07-17,6,-1.0,Quarantined,BLZ-137,2025-07
SHP-035-1,SITE-035,SITE-035,DE->ZA,SPLR-B,2025-07-15,2025-07-22,7,0.0,Quarantined,BLZ-137,2025-07
SHP-035-1,SITE-035,SITE-035,DE->ZA,SPLR-B,2025-07-19,2025-08-01,13,6.0,Quarantined,BLZ-137,2025-07
SHP-035-2,SITE-035,SITE-035,DE->ZA,SPLR-B,2025-07-28,2025-08-05,8,1.0,Quarantined,BLZ-137,2025-07
SHP-035-2,SITE-035,SITE-035,DE->ZA,SPLR-B,2025-08-02,2025-08-15,13,6.0,Quarantined,BLZ-137,2025-08
SHP-035-2,SITE-035,SITE-035,DE->ZA,SPLR-B,2025-07-27,2025-08-02,6,-1.0,Quarantined,BLZ-137,2025-07
SHP-035-3,SITE-035,SITE-035,DE->ZA,SPLR-B,2025-09-01,2025-09-10,9,2.0,Quarantined,BLZ-137,2025-09
SHP-035-3,SITE-035,SITE-035,DE->ZA,SPLR-B,2025-09-17,2025-09-22,5,-2.0,Quarantined,BLZ-137,2025-09
SHP-035-3,SITE-035,SITE-035,DE->ZA,SPLR-B,2025-08-28,2025-09-09,12,5.0,Quarantined,BLZ-137,2025-08
SHP-036-1,SITE-036,SITE-036,DE->NL,SPLR-B,2025-07-16,2025-07-27,11,4.0,Quarantined,BLZ-137,2025-07
SHP-036-1,SITE-036,SITE-036,DE->NL,SPLR-B,2025-07-01,2025-07-07,6,-1.0,Quarantined,BLZ-137,2025-07
SHP-036-1,SITE-036,SITE-036,DE->NL,SPLR-B,2025-07-18,2025-07-28,10,3.0,Quarantined,BLZ-137,2025-07
SHP-036-2,SITE-036,SITE-036,DE->NL,SPLR-B,2025-07-31,2025-08-06,6,-1.0,Quarantined,BLZ-137,2025-07
SHP-036-2,SITE-036,SITE-036,DE->NL,SPLR-B,2025-08-02,2025-08-10,8,1.0,Quarantined,BLZ-137,2025-08
SHP-036-2,SITE-036,SITE-036,DE->NL,SPLR-B,2025-07-26,2025-08-06,11,4.0,Quarantined,BLZ-137,2025-07
SHP-036-3,SITE-036,SITE-036,DE->NL,SPLR-B,2025-09-23,2025-09-30,7,0.0,Quarantined,BLZ-137,2025-09
SHP-036-3,SITE-036,SITE-036,DE->NL,SPLR-B,2025-09-17,2025-09-24,7,0.0,Quarantined,BLZ-137,2025-09
SHP-036-3,SITE-036,SITE-036,DE->NL,SPLR-B,2025-10-04,2025-10-15,11,4.0,Quarantined,BLZ-137,2025-10
SHP-037-1,SITE-037,SITE-037,IN->IN,SPLR-C,2025-07-22,2025-07-30,8,1.0,Quarantined,BLZ-137,2025-07
SHP-037-1,SITE-037,SITE-037,IN->IN,SPLR-C,2025-07-13,2025-07-23,10,3.0,Quarantined,BLZ-137,2025-07
SHP-037-1,SITE-037,SITE-037,IN->IN,SPLR-C,2025-08-05,2025-08-18,13,6.0,Quarantined,BLZ-137,2025-08
SHP-037-2,SITE-037,SITE-037,IN->IN,SPLR-C,2025-08-09,2025-08-16,7,0.0,Quarantined,BLZ-137,2025-08
SHP-037-2,SITE-037,SITE-037,IN->IN,SPLR-C,2025-08-08,2025-08-20,12,5.0,Quarantined,BLZ-137,2025-08
SHP-037-2,SITE-037,SITE-037,IN->IN,SPLR-C,2025-07-25,2025-08-05,11,4.0,Quarantined,BLZ-137,2025-07
SHP-037-3,SITE-037,SITE-037,IN->IN,SPLR-C,2025-10-03,2025-10-13,10,3.0,Quarantined,BLZ-137,2025-10
SHP-037-3,SITE-037,SITE-037,IN->IN,SPLR-C,2025-09-24,2025-10-01,7,0.0,Quarantined,BLZ-137,2025-09
SHP-037-3,SITE-037,SITE-037,IN->IN,SPLR-C,2025-10-07,2025-10-18,11,4.0,Quarantined,BLZ-137,2025-10
SHP-038-1,SITE-038,SITE-038,US->CA,SPLR-A,2025-07-27,2025-08-07,11,4.0,Quarantined,BLZ-137,2025-07
SHP-038-1,SITE-038,SITE-038,US->CA,SPLR-A,2025-07-13,2025-07-20,7,0.0,Quarantined,BLZ-137,2025-07
SHP-038-1,SITE-038,SITE-038,US->CA,SPLR-A,2025-07-29,2025-08-06,8,1.0,Quarantined,BLZ-137,2025-07
SHP-038-2,SITE-038,SITE-038,US->CA,SPLR-A,2025-08-14,2025-08-23,9,2.0,Delivered,BLZ-137,2025-08
SHP-038-2,SITE-038,SITE-038,US->CA,SPLR-A,2025-08-09,2025-08-14,5,-2.0,In Transit,BLZ-137,2025-08
SHP-038-2,SITE-038,SITE-038,US->CA,SPLR-A,2025-08-18,2025-08-26,8,1.0,Delivered,BLZ-137,2025-08
SHP-038-3,SITE-038,SITE-038,US->CA,SPLR-A,2025-10-05,2025-10-10,5,-2.0,Quarantined,BLZ-137,2025-10
SHP-038-3,SITE-038,SITE-038,US->CA,SPLR-A,2025-10-06,2025-10-19,13,6.0,Quarantined,BLZ-137,2025-10
SHP-038-3,SITE-038,SITE-038,US->CA,SPLR-A,2025-10-12,2025-10-19,7,0.0,Quarantined,BLZ-137,2025-10
SHP-039-1,SITE-039,SITE-039,US->CA,SPLR-A,2025-08-04,2025-08-13,9,2.0,Quarantined,BLZ-137,2025-08
SHP-039-1,SITE-039,SITE-039,US->CA,SPLR-A,2025-07-14,2025-07-27,13,6.0,Quarantined,BLZ-137,2025-07
SHP-039-1,SITE-039,SITE-039,US->CA,SPLR-A,2025-07-15,2025-07-21,6,-1.0,Quarantined,BLZ-137,2025-07
SHP-039-2,SITE-039,SITE-039,US->CA,SPLR-A,2025-08-11,2025-08-16,5,-2.0,Quarantined,BLZ-137,2025-08
SHP-039-2,SITE-039,SITE-039,US->CA,SPLR-A,2025-08-15,2025-08-24,9,2.0,Quarantined,BLZ-137,2025-08
SHP-039-2,SITE-039,SITE-039,US->CA,SPLR-A,2025-07-14,2025-07-21,7,0.0,Quarantined,BLZ-137,2025-07
SHP-039-3,SITE-039,SITE-039,US->CA,SPLR-A,2025-09-28,2025-10-11,13,6.0,Quarantined,BLZ-137,2025-09
SHP-039-3,SITE-039,SITE-039,US->CA,SPLR-A,2025-09-30,2025-10-11,11,4.0,Quarantined,BLZ-137,2025-09
SHP-039-3,SITE-039,SITE-039,US->CA,SPLR-A,2025-09-23,2025-10-04,11,4.0,Quarantined,BLZ-137,2025-09
SHP-040-1,SITE-040,SITE-040,DE->IT,SPLR-B,2025-07-30,2025-08-10,11,4.0,Quarantined,BLZ-137,2025-07
SHP-040-1,SITE-040,SITE-040,DE->IT,SPLR-B,2025-07-19,2025-07-28,9,2.0,Quarantined,BLZ-137,2025-07
SHP-040-1,SITE-040,SITE-040,DE->IT,SPLR-B,2025-07-23,2025-08-05,13,6.0,Quarantined,BLZ-137,2025-07
SHP-040-2,SITE-040,SITE-040,DE->IT,SPLR-B,2025-08-16,2025-08-26,10,3.0,Quarantined,BLZ-137,2025-08
SHP-040-2,SITE-040,SITE-040,DE->IT,SPLR-B,2025-08-13,2025-08-20,7,0.0,Quarantined,BLZ-137,2025-08
SHP-040-2,SITE-040,SITE-040,DE->IT,SPLR-B,2025-08-02,2025-08-08,6,-1.0,Quarantined,BLZ-137,2025-08
SHP-040-3,SITE-040,SITE-040,DE->IT,SPLR-B,2025-10-12,2025-10-19,7,0.0,Quarantined,BLZ-137,2025-10
SHP-040-3,SITE-040,SITE-040,DE->IT,SPLR-B,2025-09-30,2025-10-11,11,4.0,Quarantined,BLZ-137,2025-09
SHP-040-3,SITE-040,SITE-040,DE->IT,SPLR-B,2025-09-16,2025-09-27,11,4.0,Quarantined,BLZ-137,2025-09
SHP-041-1,SITE-041,SITE-041,US->BR,SPLR-A,2025-07-26,2025-08-03,8,1.0,Delivered,BLZ-137,2025-07
SHP-041-1,SITE-041,SITE-041,US->BR,SPLR-A,2025-07-16,2025-07-23,7,0.0,In Transit,BLZ-137,2025-07
SHP-041-1,SITE-041,SITE-041,US->BR,SPLR-A,2025-07-23,2025-07-29,6,-1.0,Delivered,BLZ-137,2025-07
SHP-041-2,SITE-041,SITE-041,US->BR,SPLR-A,2025-08-18,2025-08-23,5,-2.0,Quarantined,BLZ-137,2025-08
SHP-041-2,SITE-041,SITE-041,US->BR,SPLR-A,2025-08-02,2025-08-13,11,4.0,Quarantined,BLZ-137,2025-08
SHP-041-2,SITE-041,SITE-041,US->BR,SPLR-A,2025-08-19,2025-08-28,9,2.0,Quarantined,BLZ-137,2025-08
SHP-041-3,SITE-041,SITE-041,US->BR,SPLR-A,2025-10-11,2025-10-20,9,2.0,Quarantined,BLZ-137,2025-10
SHP-041-3,SITE-041,SITE-041,US->BR,SPLR-A,2025-10-05,2025-10-13,8,1.0,Quarantined,BLZ-137,2025-10
SHP-041-3,SITE-041,SITE-041,US->BR,SPLR-A,2025-09-18,2025-09-26,8,1.0,Quarantined,BLZ-137,2025-09
SHP-042-1,SITE-042,SITE-042,US->CA,SPLR-A,2025-07-19,2025-07-24,5,-2.0,Quarantined,BLZ-137,2025-07
SHP-042-1,SITE-042,SITE-042,US->CA,SPLR-A,2025-07-24,2025-08-06,13,6.0,Quarantined,BLZ-137,2025-07
SHP-042-1,SITE-042,SITE-042,US->CA,SPLR-A,2025-07-22,2025-07-28,6,-1.0,Quarantined,BLZ-137,2025-07
SHP-042-2,SITE-042,SITE-042,US->CA,SPLR-A,2025-07-13,2025-07-24,11,4.0,Quarantined,BLZ-137,2025-07
SHP-042-2,SITE-042,SITE-042,US->CA,SPLR-A,2025-08-11,2025-08-24,13,6.0,Quarantined,BLZ-137,2025-08
SHP-042-2,SITE-042,SITE-042,US->CA,SPLR-A,2025-08-19,2025-08-27,8,1.0,Quarantined,BLZ-137,2025-08
SHP-042-3,SITE-042,SITE-042,US->CA,SPLR-A,2025-10-02,2025-10-10,8,1.0,Quarantined,BLZ-137,2025-10
SHP-042-3,SITE-042,SITE-042,US->CA,SPLR-A,2025-10-12,2025-10-18,6,-1.0,Quarantined,BLZ-137,2025-10
SHP-042-3,SITE-042,SITE-042,US->CA,SPLR-A,2025-09-26,2025-10-01,5,-2.0,Quarantined,BLZ-137,2025-09
SHP-043-1,SITE-043,SITE-043,DE->IT,SPLR-B,2025-07-16,2025-07-22,6,-1.0,Quarantined,BLZ-137,2025-07
SHP-043-1,SITE-043,SITE-043,DE->IT,SPLR-B,2025-07-12,2025-07-23,11,4.0,Quarantined,BLZ-137,2025-07
SHP-043-1,SITE-043,SITE-043,DE->IT,SPLR-B,2025-07-02,2025-07-15,13,6.0,Quarantined,BLZ-137,2025-07
SHP-043-2,SITE-043,SITE-043,DE->IT,SPLR-B,2025-08-07,2025-08-16,9,2.0,Delivered,BLZ-137,2025-08
SHP-043-2,SITE-043,SITE-043,DE->IT,SPLR-B,2025-08-12,2025-08-25,13,6.0,In Transit,BLZ-137,2025-08
SHP-043-2,SITE-043,SITE-043,DE->IT,SPLR-B,2025-07-20,2025-07-27,7,0.0,Delivered,BLZ-137,2025-07
SHP-043-3,SITE-043,SITE-043,DE->IT,SPLR-B,2025-09-26,2025-10-03,7,0.0,Quarantined,BLZ-137,2025-09
SHP-043-3,SITE-043,SITE-043,DE->IT,SPLR-B,2025-09-22,2025-10-03,11,4.0,Quarantined,BLZ-137,2025-09
SHP-043-3,SITE-043,SITE-043,DE->IT,SPLR-B,2025-09-07,2025-09-18,11,4.0,Quarantined,BLZ-137,2025-09
SHP-044-1,SITE-044,SITE-044,US->CA,SPLR-A,2025-07-13,2025-07-19,6,-1.0,In Transit,BLZ-137,2025-07
SHP-044-1,SITE-044,SITE-044,US->CA,SPLR-A,2025-07-13,2025-07-18,5,-2.0,Delivered,BLZ-137,2025-07
SHP-044-1,SITE-044,SITE-044,US->CA,SPLR-A,2025-07-03,2025-07-09,6,-1.0,Delivered,BLZ-137,2025-07
SHP-044-2,SITE-044,SITE-044,US->CA,SPLR-A,2025-07-17,2025-07-25,8,1.0,Quarantined,BLZ-137,2025-07
SHP-044-2,SITE-044,SITE-044,US->CA,SPLR-A,2025-06-12,2025-06-24,12,5.0,Quarantined,BLZ-137,2025-06
SHP-044-2,SITE-044,SITE-044,US->CA,SPLR-A,2025-08-01,2025-08-11,10,3.0,Quarantined,BLZ-137,2025-08
