shipment_id,direction,origin_type,origin_id,dest_type,dest_id,status,dispatch_dt,eta_dt,depot_id,site_id
INB-00185,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-30,2025-06-15,,
INB-00185,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-05,2025-07-24,,
INB-00185,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-30,2025-07-07,,
INB-00186,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-01,2025-06-11,,
INB-00186,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-23,2025-07-09,,
INB-00186,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-25,2025-07-11,,
INB-00187,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-27,2025-09-09,,
INB-00187,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-09-10,2025-09-28,,
INB-00187,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-16,2025-08-23,,
INB-00188,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-12,2025-08-27,,
INB-00188,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-19,2025-09-02,,
INB-00188,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-07,2025-08-23,,
INB-00189,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-09-01,2025-09-14,,
INB-00189,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-11,2025-08-23,,
INB-00189,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-30,2025-09-07,,
INB-00190,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-31,2025-06-11,,
INB-00190,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-11,2025-05-30,,
INB-00190,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-22,2025-07-06,,
INB-00191,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-28,2025-06-04,,
INB-00191,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-18,2025-05-30,,
INB-00191,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-26,2025-06-07,,
INB-00192,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-27,2025-07-08,,
INB-00192,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-07,2025-05-14,,
INB-00192,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-15,2025-07-03,,
INB-00193,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-18,2025-07-03,,
INB-00193,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-07-04,2025-07-22,,
INB-00193,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-23,2025-06-08,,
INB-00194,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-03,2025-06-16,,
INB-00194,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-17,2025-06-29,,
INB-00194,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-20,2025-07-09,,
INB-00195,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-20,2025-07-02,,
INB-00195,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-22,2025-07-08,,
INB-00195,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-11,2025-06-24,,
INB-00196,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-27,2025-09-04,,
INB-00196,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-09-09,2025-09-19,,
INB-00196,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-07-13,2025-07-28,,
INB-00197,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-24,2025-09-08,,
INB-00197,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-26,2025-09-03,,
INB-00197,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-07-11,2025-07-31,,
INB-00198,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-11,2025-08-31,,
INB-00198,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-09-04,2025-09-13,,
INB-00198,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-14,2025-08-23,,
INB-00199,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-22,2025-06-10,,
INB-00199,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-11,2025-06-26,,
INB-00199,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-30,2025-06-08,,
INB-00200,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-21,2025-07-11,,
INB-00200,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-20,2025-07-08,,
INB-00200,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-16,2025-07-05,,
INB-00201,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-14,2025-05-22,,
INB-00201,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-15,2025-07-04,,
INB-00201,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-19,2025-07-04,,
INB-00202,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-07,2025-06-16,,
INB-00202,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-17,2025-06-27,,
INB-00202,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-27,2025-07-12,,
INB-00203,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-02,2025-07-19,,
INB-00203,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-07,2025-06-24,,
INB-00203,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-30,2025-06-17,,
INB-00204,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-20,2025-07-01,,
INB-00204,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-13,2025-07-23,,
INB-00204,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-08,2025-06-20,,
INB-00205,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-07-04,2025-07-20,,
INB-00205,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-08,2025-08-23,,
INB-00205,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-13,2025-07-30,,
INB-00206,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-07-10,2025-07-25,,
INB-00206,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-21,2025-09-08,,
INB-00206,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-27,2025-08-13,,
INB-00207,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-17,2025-08-04,,
INB-00207,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-13,2025-08-29,,
INB-00207,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-08,2025-08-19,,
INB-00208,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-27,2025-06-05,,
INB-00208,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-16,2025-05-30,,
INB-00208,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-04,2025-06-17,,
INB-00209,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-23,2025-07-08,,
INB-00209,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-23,2025-06-10,,
INB-00209,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-17,2025-06-26,,
INB-00210,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-07,2025-06-17,,
INB-00210,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-30,2025-06-19,,
INB-00210,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-22,2025-06-30,,
INB-00211,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-10,2025-06-30,,
INB-00211,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-07-10,2025-07-19,,
INB-00211,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-01,2025-06-17,,
INB-00212,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-02,2025-07-18,,
INB-00212,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-13,2025-06-21,,
INB-00212,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-05,2025-06-18,,
INB-00213,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-02,2025-07-12,,
INB-00213,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-07-04,2025-07-18,,
INB-00213,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-20,2025-07-10,,
INB-00214,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-29,2025-09-10,,
INB-00214,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-19,2025-08-26,,
INB-00214,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-09-12,2025-09-22,,
INB-00215,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-08-24,2025-09-06,,
INB-00215,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-24,2025-08-06,,
INB-00215,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-09-09,2025-09-25,,
INB-00216,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-04,2025-08-13,,
INB-00216,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-25,2025-08-03,,
INB-00216,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-09-10,2025-09-27,,
INB-00217,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-13,2025-06-21,,
INB-00217,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-26,2025-06-06,,
INB-00217,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-11,2025-06-28,,
INB-00218,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-27,2025-07-05,,
INB-00218,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-10,2025-06-18,,
INB-00218,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-11,2025-06-20,,
INB-00219,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-25,2025-07-02,,
INB-00219,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-29,2025-07-16,,
INB-00219,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-04,2025-06-22,,
INB-00220,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-07-26,2025-08-15,,
INB-00220,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-19,2025-06-27,,
INB-00220,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-06,2025-06-21,,
INB-00221,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-24,2025-07-03,,
INB-00221,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-30,2025-07-20,,
INB-00221,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-06,2025-06-18,,
INB-00222,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-07-11,2025-07-24,,
INB-00222,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-16,2025-06-25,,
INB-00222,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-10,2025-06-22,,
INB-00223,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-29,2025-09-10,,
INB-00223,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-09-06,2025-09-21,,
INB-00223,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-24,2025-09-09,,
INB-00224,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-09-22,2025-10-03,,
INB-00224,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-05,2025-08-24,,
INB-00224,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-07-27,2025-08-07,,
INB-00225,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-09-18,2025-10-05,,
INB-00225,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-05,2025-08-21,,
INB-00225,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-22,2025-08-30,,
INB-00226,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-24,2025-05-31,,
INB-00226,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-17,2025-06-25,,
INB-00226,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-07,2025-05-18,,
INB-00227,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-06,2025-06-17,,
INB-00227,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-20,2025-05-28,,
INB-00227,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-02,2025-06-19,,
INB-00228,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-04,2025-06-16,,
INB-00228,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-29,2025-06-15,,
INB-00228,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-05-21,2025-06-07,,
INB-00229,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-06,2025-07-18,,
INB-00229,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-21,2025-07-31,,
INB-00229,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-29,2025-06-16,,
INB-00230,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-27,2025-07-16,,
INB-00230,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-06,2025-07-16,,
INB-00230,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-05-25,2025-06-07,,
INB-00231,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-03,2025-07-12,,
INB-00231,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-11,2025-07-22,,
INB-00231,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-29,2025-07-14,,
INB-00232,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-08-11,2025-08-21,,
INB-00232,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-08-18,2025-08-30,,
INB-00232,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-15,2025-09-03,,
INB-00233,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-09-03,2025-09-17,,
INB-00233,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-30,2025-09-11,,
INB-00233,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-07-23,2025-07-30,,
INB-00234,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-31,2025-08-20,,
INB-00234,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-11,2025-08-25,,
INB-00234,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-07-29,2025-08-15,,
INB-00235,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-10,2025-05-17,,
INB-00235,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-04,2025-06-16,,
INB-00235,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-20,2025-07-07,,
INB-00236,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-07,2025-05-20,,
INB-00236,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-23,2025-06-30,,
INB-00236,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-30,2025-06-10,,
INB-00237,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-03,2025-06-21,,
INB-00237,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-20,2025-07-03,,
INB-00237,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-25,2025-07-09,,
INB-00238,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-21,2025-06-08,,
INB-00238,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-08,2025-06-23,,
INB-00238,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-06,2025-07-14,,
INB-00239,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-18,2025-05-30,,
INB-00239,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-09,2025-06-27,,
INB-00239,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-13,2025-07-01,,
INB-00240,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-02,2025-06-18,,
INB-00240,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-21,2025-05-28,,
INB-00240,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-12,2025-06-22,,
INB-00241,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-14,2025-08-25,,
INB-00241,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-04,2025-08-22,,
INB-00241,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-08-03,2025-08-20,,
INB-00242,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-08,2025-08-25,,
INB-00242,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-08-07,2025-08-27,,
INB-00242,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-21,2025-08-08,,
INB-00243,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-21,2025-09-06,,
INB-00243,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-07-27,2025-08-03,,
INB-00243,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-29,2025-08-15,,
INB-00244,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-05-23,2025-06-07,,
INB-00244,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-07-01,2025-07-12,,
INB-00244,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-05,2025-06-12,,
INB-00245,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-05-18,2025-06-05,,
INB-00245,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-28,2025-07-16,,
INB-00245,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-02,2025-06-11,,
INB-00246,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-19,2025-05-31,,
INB-00246,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-25,2025-07-14,,
INB-00246,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-01,2025-05-14,,
INB-00247,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-17,2025-07-01,,
INB-00247,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-26,2025-06-03,,
INB-00247,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-16,2025-07-28,,
INB-00248,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-18,2025-07-03,,
INB-00248,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-13,2025-07-02,,
INB-00248,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-14,2025-06-23,,
INB-00249,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-05,2025-07-21,,
INB-00249,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-30,2025-06-16,,
INB-00249,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-22,2025-07-03,,
INB-00250,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-29,2025-08-16,,
INB-00250,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-09-17,2025-09-27,,
INB-00250,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-12,2025-08-28,,
INB-00251,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-18,2025-08-30,,
INB-00251,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-09-01,2025-09-09,,
INB-00251,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-17,2025-09-04,,
INB-00252,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-23,2025-09-05,,
INB-00252,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-09-07,2025-09-14,,
INB-00252,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-08-20,2025-08-27,,
INB-00253,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-12,2025-06-20,,
INB-00253,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-13,2025-06-24,,
INB-00253,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-23,2025-06-12,,
INB-00254,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-23,2025-07-12,,
INB-00254,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-05-28,2025-06-09,,
INB-00254,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-26,2025-07-12,,
INB-00255,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-22,2025-07-08,,
INB-00255,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-17,2025-06-28,,
INB-00255,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-05-20,2025-05-31,,
INB-00256,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-20,2025-06-29,,
INB-00256,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-06-21,2025-07-01,,
INB-00256,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-04,2025-07-19,,
INB-00257,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-30,2025-07-19,,
INB-00257,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-14,2025-07-02,,
INB-00257,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-11,2025-07-20,,
INB-00258,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-02,2025-07-13,,
INB-00258,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-06-17,2025-06-27,,
INB-00258,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-07-10,2025-07-24,,
INB-00259,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,In Transit,2025-09-01,2025-09-08,,
INB-00259,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-07-21,2025-07-30,,
INB-00259,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-09-12,2025-10-01,,
INB-00260,INBOUND,SUPPLIER,SPLR-B,DEPOT,DEPOT-HH,Received,2025-09-13,2025-09-20,,
