lot_id,shipment_id,ndc,qty,unit_cost_usd,total_loss_usd,event_type,event_dt
LOT-005-A,,NDC-0006-5332-01,1,1701,1701,ExpirySoon,2025-04-28
LOT-017-A,SHP-017-1,NDC-0006-5331-01,38,1507,57266,Quarantine,2025-07-20
LOT-005-B,,NDC-0006-5333-01,1,2312,2312,ExpirySoon,2025-07-19
LOT-032-A,SHP-032-1,NDC-0006-5332-01,28,1814,50792,Quarantine,2025-08-01
LOT-019-B,SHP-019-2,NDC-0006-5333-01,15,2312,34680,Quarantine,2025-08-15
LOT-002-C,SHP-002-3,NDC-0006-5333-01,31,2312,71672,Quarantine,2025-10-02
LOT-015-C,SHP-015-3,NDC-0006-5332-01,26,1814,47164,Quarantine,2025-10-17
LOT-031-C,SHP-031-3,NDC-0006-5331-01,30,1507,45210,Quarantine,2025-10-10
LOT-029-C,SHP-029-3,NDC-0006-5333-01,19,2312,43928,Quarantine,2025-09-23
LOT-010-B,SHP-010-2,NDC-0006-5333-01,16,2203,35248,Quarantine,2025-08-27
LOT-056-C,SHP-056-3,NDC-0006-5332-01,34,1622,55148,Quarantine,2025-10-12
LOT-050-A,SHP-050-1,NDC-0006-5332-01,34,1701,57834,Quarantine,2025-07-29
LOT-005-A,,NDC-0006-5331-01,1,1416,1416,ExpirySoon,2025-04-21
LOT-003-A,SHP-003-1,NDC-0006-5332-01,35,1622,56770,Quarantine,2025-08-01
LOT-010-A,SHP-010-1,NDC-0006-5331-01,34,1510,51340,Quarantine,2025-07-23
LOT-037-B,SHP-037-2,NDC-0006-5331-01,14,1416,19824,Quarantine,2025-08-16
LOT-005-A,,NDC-0006-5333-01,1,2312,2312,ExpirySoon,2025-07-28
LOT-020-C,SHP-020-3,NDC-0006-5332-01,32,1814,58048,Quarantine,2025-10-12
LOT-048-A,SHP-048-1,NDC-0006-5331-01,26,1416,36816,Quarantine,2025-07-24
LOT-027-B,SHP-027-2,NDC-0006-5333-01,10,2262,22620,Quarantine,2025-06-29
LOT-020-C,SHP-020-3,NDC-0006-5331-01,28,1510,42280,Quarantine,2025-09-29
LOT-020-A,SHP-020-1,NDC-0006-5333-01,28,2203,61684,Quarantine,2025-07-26
LOT-030-C,SHP-030-3,NDC-0006-5331-01,21,1510,31710,Quarantine,2025-10-15
LOT-053-B,SHP-053-2,NDC-0006-5331-01,10,1507,15070,Quarantine,2025-07-11
LOT-032-A,SHP-032-1,NDC-0006-5331-01,30,1510,45300,Quarantine,2025-07-28
LOT-046-C,SHP-046-3,NDC-0006-5332-01,33,1814,59862,Quarantine,2025-10-20
LOT-048-A,SHP-048-1,NDC-0006-5332-01,30,1814,54420,Quarantine,2025-07-31
LOT-051-A,SHP-051-1,NDC-0006-5333-01,25,2262,56550,Quarantine,2025-07-11
LOT-005-A,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-06-05
LOT-051-C,SHP-051-3,NDC-0006-5332-01,25,1814,45350,Quarantine,2025-10-10
LOT-047-C,SHP-047-3,NDC-0006-5331-01,18,1510,27180,Quarantine,2025-10-02
LOT-005-A,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-07-24
LOT-005-C,,NDC-0006-5331-01,1,1507,1507,ExpirySoon,2025-09-21
LOT-010-B,SHP-010-2,NDC-0006-5333-01,16,2312,36992,Quarantine,2025-08-27
LOT-007-C,SHP-007-3,NDC-0006-5331-01,32,1510,48320,Quarantine,2025-10-13
LOT-042-B,SHP-042-2,NDC-0006-5333-01,14,2203,30842,Quarantine,2025-08-27
LOT-005-A,,NDC-0006-5332-01,1,1814,1814,ExpirySoon,2025-07-25
LOT-029-A,SHP-029-1,NDC-0006-5333-01,30,2262,67860,Quarantine,2025-07-27
LOT-050-B,SHP-050-2,NDC-0006-5331-01,18,1416,25488,Quarantine,2025-08-09
LOT-032-A,SHP-032-1,NDC-0006-5331-01,30,1416,42480,Quarantine,2025-07-28
LOT-053-C,SHP-053-3,NDC-0006-5332-01,19,1622,30818,Quarantine,2025-09-23
LOT-004-A,SHP-004-1,NDC-0006-5333-01,27,2203,59481,Quarantine,2025-07-31
LOT-055-A,SHP-055-1,NDC-0006-5332-01,27,1622,43794,Quarantine,2025-08-05
LOT-051-C,SHP-051-3,NDC-0006-5331-01,29,1507,43703,Quarantine,2025-09-24
LOT-010-A,SHP-010-1,NDC-0006-5331-01,34,1416,48144,Quarantine,2025-07-23
LOT-033-A,SHP-033-1,NDC-0006-5331-01,32,1507,48224,Quarantine,2025-07-07
LOT-028-A,SHP-028-1,NDC-0006-5331-01,29,1510,43790,Quarantine,2025-08-08
LOT-058-C,SHP-058-3,NDC-0006-5333-01,27,2312,62424,Quarantine,2025-10-07
LOT-021-C,SHP-021-3,NDC-0006-5333-01,23,2312,53176,Quarantine,2025-10-16
LOT-051-C,SHP-051-3,NDC-0006-5333-01,33,2203,72699,Quarantine,2025-10-01
LOT-054-B,SHP-054-2,NDC-0006-5331-01,13,1510,19630,Quarantine,2025-08-20
LOT-053-B,SHP-053-2,NDC-0006-5331-01,10,1510,15100,Quarantine,2025-07-11
LOT-005-A,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-05-29
LOT-018-C,SHP-018-3,NDC-0006-5332-01,31,1814,56234,Quarantine,2025-10-13
LOT-046-A,SHP-046-1,NDC-0006-5333-01,27,2203,59481,Quarantine,2025-07-10
LOT-060-B,SHP-060-2,NDC-0006-5332-01,12,1622,19464,Quarantine,2025-08-17
LOT-006-A,SHP-006-1,NDC-0006-5331-01,29,1510,43790,Quarantine,2025-08-10
LOT-005-A,,NDC-0006-5333-01,1,2203,2203,ExpirySoon,2025-06-20
LOT-031-C,SHP-031-3,NDC-0006-5333-01,32,2262,72384,Quarantine,2025-09-26
LOT-015-C,SHP-015-3,NDC-0006-5332-01,26,1622,42172,Quarantine,2025-10-17
LOT-025-C,SHP-025-3,NDC-0006-5332-01,21,1701,35721,Quarantine,2025-09-29
LOT-016-C,SHP-016-3,NDC-0006-5331-01,34,1416,48144,Quarantine,2025-10-04
LOT-005-C,SHP-005-3,NDC-0006-5332-01,26,1814,47164,Quarantine,2025-10-03
LOT-037-A,SHP-037-1,NDC-0006-5333-01,37,2203,81511,Quarantine,2025-08-18
LOT-005-C,,NDC-0006-5332-01,1,1814,1814,ExpirySoon,2025-09-13
LOT-029-C,SHP-029-3,NDC-0006-5333-01,19,2203,41857,Quarantine,2025-09-23
LOT-005-C,,NDC-0006-5331-01,1,1507,1507,ExpirySoon,2025-06-20
LOT-014-A,SHP-014-1,NDC-0006-5331-01,32,1416,45312,Quarantine,2025-07-16
LOT-050-A,SHP-050-1,NDC-0006-5332-01,34,1814,61676,Quarantine,2025-07-29
LOT-020-A,SHP-020-1,NDC-0006-5333-01,28,2312,64736,Quarantine,2025-07-26
LOT-005-A,,NDC-0006-5332-01,1,1701,1701,ExpirySoon,2025-05-29
LOT-046-A,SHP-046-1,NDC-0006-5332-01,32,1814,58048,Quarantine,2025-07-31
LOT-058-A,SHP-058-1,NDC-0006-5333-01,36,2312,83232,Quarantine,2025-07-28
LOT-005-C,,NDC-0006-5333-01,1,2203,2203,ExpirySoon,2025-08-05
LOT-017-A,SHP-017-1,NDC-0006-5331-01,38,1510,57380,Quarantine,2025-07-20
LOT-005-C,,NDC-0006-5333-01,1,2203,2203,ExpirySoon,2025-07-22
LOT-005-A,,NDC-0006-5333-01,1,2262,2262,ExpirySoon,2025-05-23
LOT-016-C,SHP-016-3,NDC-0006-5333-01,23,2312,53176,Quarantine,2025-09-26
LOT-005-A,SHP-005-1,NDC-0006-5332-01,41,1622,66502,Quarantine,2025-08-06
LOT-032-C,SHP-032-3,NDC-0006-5331-01,32,1510,48320,Quarantine,2025-10-09
LOT-048-B,SHP-048-2,NDC-0006-5332-01,17,1701,28917,Quarantine,2025-08-09
LOT-048-B,SHP-048-2,NDC-0006-5333-01,16,2203,35248,Quarantine,2025-07-15
LOT-013-C,SHP-013-3,NDC-0006-5331-01,21,1416,29736,Quarantine,2025-09-21
LOT-039-C,SHP-039-3,NDC-0006-5333-01,40,2203,88120,Quarantine,2025-10-04
LOT-046-B,SHP-046-2,NDC-0006-5333-01,19,2262,42978,Quarantine,2025-08-18
LOT-005-A,,NDC-0006-5333-01,1,2203,2203,ExpirySoon,2025-04-14
LOT-031-C,SHP-031-3,NDC-0006-5331-01,30,1416,42480,Quarantine,2025-10-10
LOT-027-C,SHP-027-3,NDC-0006-5331-01,29,1510,43790,Quarantine,2025-10-15
LOT-028-A,SHP-028-1,NDC-0006-5331-01,29,1416,41064,Quarantine,2025-08-08
LOT-005-A,,NDC-0006-5333-01,1,2203,2203,ExpirySoon,2025-06-02
LOT-005-C,,NDC-0006-5331-01,1,1510,1510,ExpirySoon,2025-09-12
LOT-059-C,SHP-059-3,NDC-0006-5333-01,26,2203,57278,Quarantine,2025-09-28
LOT-048-A,SHP-048-1,NDC-0006-5331-01,26,1507,39182,Quarantine,2025-07-24
LOT-029-A,SHP-029-1,NDC-0006-5331-01,32,1510,48320,Quarantine,2025-08-07
LOT-005-A,,NDC-0006-5333-01,1,2262,2262,ExpirySoon,2025-06-15
LOT-014-A,SHP-014-1,NDC-0006-5331-01,32,1507,48224,Quarantine,2025-07-16
LOT-048-B,SHP-048-2,NDC-0006-5332-01,17,1622,27574,Quarantine,2025-08-09
LOT-007-C,SHP-007-3,NDC-0006-5331-01,32,1416,45312,Quarantine,2025-10-13
LOT-005-C,,NDC-0006-5331-01,1,1510,1510,ExpirySoon,2025-09-29
LOT-034-C,SHP-034-3,NDC-0006-5333-01,33,2203,72699,Quarantine,2025-09-17
LOT-044-C,SHP-044-3,NDC-0006-5332-01,33,1622,53526,Quarantine,2025-10-07
LOT-005-A,,NDC-0006-5332-01,1,1701,1701,ExpirySoon,2025-05-30
LOT-037-A,SHP-037-1,NDC-0006-5332-01,32,1814,58048,Quarantine,2025-07-23
LOT-029-A,SHP-029-1,NDC-0006-5331-01,32,1507,48224,Quarantine,2025-08-07
LOT-051-B,SHP-051-2,NDC-0006-5332-01,12,1814,21768,Quarantine,2025-08-07
LOT-046-A,SHP-046-1,NDC-0006-5333-01,27,2262,61074,Quarantine,2025-07-10
LOT-052-C,SHP-052-3,NDC-0006-5332-01,42,1622,68124,Quarantine,2025-10-14
LOT-045-A,SHP-045-1,NDC-0006-5331-01,28,1510,42280,Quarantine,2025-07-10
LOT-052-A,SHP-052-1,NDC-0006-5332-01,25,1701,42525,Quarantine,2025-07-28
LOT-036-A,SHP-036-1,NDC-0006-5332-01,35,1814,63490,Quarantine,2025-07-07
LOT-048-B,SHP-048-2,NDC-0006-5331-01,13,1510,19630,Quarantine,2025-08-17
LOT-005-A,,NDC-0006-5333-01,1,2262,2262,ExpirySoon,2025-05-06
LOT-012-B,SHP-012-2,NDC-0006-5331-01,12,1510,18120,Quarantine,2025-08-09
LOT-005-A,,NDC-0006-5333-01,1,2262,2262,ExpirySoon,2025-05-27
LOT-026-B,SHP-026-2,NDC-0006-5333-01,22,2312,50864,Quarantine,2025-08-14
LOT-024-A,SHP-024-1,NDC-0006-5333-01,33,2203,72699,Quarantine,2025-08-01
LOT-005-A,,NDC-0006-5333-01,1,2203,2203,ExpirySoon,2025-04-30
LOT-058-A,SHP-058-1,NDC-0006-5333-01,36,2262,81432,Quarantine,2025-07-28
LOT-012-B,SHP-012-2,NDC-0006-5331-01,12,1416,16992,Quarantine,2025-08-09
LOT-005-B,,NDC-0006-5333-01,1,2312,2312,ExpirySoon,2025-06-20
LOT-046-B,SHP-046-2,NDC-0006-5331-01,16,1510,24160,Quarantine,2025-08-16
LOT-010-B,SHP-010-2,NDC-0006-5333-01,16,2262,36192,Quarantine,2025-08-27
LOT-040-C,SHP-040-3,NDC-0006-5331-01,26,1510,39260,Quarantine,2025-10-19
LOT-005-C,,NDC-0006-5331-01,1,1510,1510,ExpirySoon,2025-06-20
LOT-045-A,SHP-045-1,NDC-0006-5331-01,28,1507,42196,Quarantine,2025-07-10
LOT-005-C,,NDC-0006-5333-01,1,2262,2262,ExpirySoon,2025-08-07
LOT-023-C,SHP-023-3,NDC-0006-5332-01,25,1622,40550,Quarantine,2025-09-22
LOT-027-B,SHP-027-2,NDC-0006-5333-01,10,2203,22030,Quarantine,2025-06-29
LOT-032-C,SHP-032-3,NDC-0006-5333-01,25,2312,57800,Quarantine,2025-10-11
LOT-037-B,SHP-037-2,NDC-0006-5331-01,14,1507,21098,Quarantine,2025-08-16
LOT-005-A,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-06-06
LOT-024-A,SHP-024-1,NDC-0006-5333-01,33,2312,76296,Quarantine,2025-08-01
LOT-012-B,SHP-012-2,NDC-0006-5331-01,12,1507,18084,Quarantine,2025-08-09
LOT-034-A,SHP-034-1,NDC-0006-5332-01,27,1814,48978,Quarantine,2025-06-25
LOT-005-A,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-06-21
LOT-034-A,SHP-034-1,NDC-0006-5332-01,27,1701,45927,Quarantine,2025-06-25
LOT-005-A,,NDC-0006-5332-01,1,1814,1814,ExpirySoon,2025-06-07
LOT-051-C,SHP-051-3,NDC-0006-5333-01,33,2312,76296,Quarantine,2025-10-01
LOT-018-C,SHP-018-3,NDC-0006-5331-01,34,1507,51238,Quarantine,2025-10-11
LOT-050-A,SHP-050-1,NDC-0006-5333-01,32,2312,73984,Quarantine,2025-07-24
LOT-049-B,SHP-049-2,NDC-0006-5332-01,14,1701,23814,Quarantine,2025-08-06
LOT-016-B,SHP-016-2,NDC-0006-5333-01,18,2312,41616,Quarantine,2025-08-14
LOT-044-B,SHP-044-2,NDC-0006-5331-01,23,1510,34730,Quarantine,2025-07-25
LOT-004-C,SHP-004-3,NDC-0006-5331-01,30,1416,42480,Quarantine,2025-09-24
LOT-027-A,SHP-027-1,NDC-0006-5332-01,36,1701,61236,Quarantine,2025-07-13
LOT-052-A,SHP-052-1,NDC-0006-5331-01,35,1416,49560,Quarantine,2025-08-09
LOT-032-C,SHP-032-3,NDC-0006-5332-01,29,1622,47038,Quarantine,2025-10-07
LOT-018-A,SHP-018-1,NDC-0006-5332-01,43,1701,73143,Quarantine,2025-07-20
LOT-005-C,,NDC-0006-5331-01,1,1507,1507,ExpirySoon,2025-09-29
LOT-023-C,SHP-023-3,NDC-0006-5332-01,25,1814,45350,Quarantine,2025-09-22
LOT-001-C,SHP-001-3,NDC-0006-5332-01,31,1814,56234,Quarantine,2025-10-05
LOT-031-C,SHP-031-3,NDC-0006-5333-01,32,2203,70496,Quarantine,2025-09-26
LOT-054-B,SHP-054-2,NDC-0006-5333-01,17,2203,37451,Quarantine,2025-08-13
LOT-056-A,SHP-056-1,NDC-0006-5333-01,32,2262,72384,Quarantine,2025-08-11
LOT-007-C,SHP-007-3,NDC-0006-5332-01,23,1622,37306,Quarantine,2025-09-30
LOT-034-A,SHP-034-1,NDC-0006-5333-01,34,2203,74902,Quarantine,2025-08-02
LOT-005-C,,NDC-0006-5331-01,1,1416,1416,ExpirySoon,2025-10-21
LOT-058-A,SHP-058-1,NDC-0006-5331-01,39,1416,55224,Quarantine,2025-07-23
LOT-013-B,SHP-013-2,NDC-0006-5332-01,13,1622,21086,Quarantine,2025-08-04
LOT-015-C,SHP-015-3,NDC-0006-5332-01,26,1701,44226,Quarantine,2025-10-17
LOT-001-C,SHP-001-3,NDC-0006-5332-01,31,1622,50282,Quarantine,2025-10-05
LOT-005-A,,NDC-0006-5333-01,1,2262,2262,ExpirySoon,2025-04-30
LOT-039-A,SHP-039-1,NDC-0006-5333-01,29,2203,63887,Quarantine,2025-07-21
LOT-039-A,SHP-039-1,NDC-0006-5332-01,40,1701,68040,Quarantine,2025-07-27
LOT-009-B,SHP-009-2,NDC-0006-5333-01,12,2262,27144,Quarantine,2025-08-07
LOT-041-C,SHP-041-3,NDC-0006-5331-01,24,1416,33984,Quarantine,2025-10-20
LOT-005-C,,NDC-0006-5332-01,1,1701,1701,ExpirySoon,2025-07-27
LOT-008-C,SHP-008-3,NDC-0006-5333-01,26,2203,57278,Quarantine,2025-09-19
LOT-044-B,SHP-044-2,NDC-0006-5331-01,23,1507,34661,Quarantine,2025-07-25
LOT-047-A,SHP-047-1,NDC-0006-5331-01,27,1416,38232,Quarantine,2025-07-18
LOT-029-C,SHP-029-3,NDC-0006-5332-01,37,1701,62937,Quarantine,2025-09-30
LOT-038-A,SHP-038-1,NDC-0006-5333-01,40,2312,92480,Quarantine,2025-08-06
LOT-039-A,SHP-039-1,NDC-0006-5333-01,29,2262,65598,Quarantine,2025-07-21
LOT-005-B,SHP-005-2,NDC-0006-5332-01,16,1622,25952,Quarantine,2025-08-29
LOT-058-C,SHP-058-3,NDC-0006-5331-01,35,1416,49560,Quarantine,2025-10-17
LOT-021-C,SHP-021-3,NDC-0006-5333-01,23,2203,50669,Quarantine,2025-10-16
LOT-013-C,SHP-013-3,NDC-0006-5333-01,36,2262,81432,Quarantine,2025-10-20
LOT-034-A,SHP-034-1,NDC-0006-5331-01,34,1507,51238,Quarantine,2025-07-26
LOT-005-C,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-06-09
LOT-005-A,,NDC-0006-5333-01,1,2203,2203,ExpirySoon,2025-07-28
LOT-006-B,SHP-006-2,NDC-0006-5332-01,21,1701,35721,Quarantine,2025-08-29
LOT-005-A,,NDC-0006-5331-01,1,1510,1510,ExpirySoon,2025-04-30
LOT-046-C,SHP-046-3,NDC-0006-5332-01,33,1622,53526,Quarantine,2025-10-20
LOT-013-A,SHP-013-1,NDC-0006-5333-01,34,2262,76908,Quarantine,2025-08-01
LOT-042-C,SHP-042-3,NDC-0006-5333-01,37,2312,85544,Quarantine,2025-10-01
LOT-005-C,,NDC-0006-5332-01,1,1701,1701,ExpirySoon,2025-09-13
LOT-006-A,SHP-006-1,NDC-0006-5331-01,29,1416,41064,Quarantine,2025-08-10
LOT-005-C,,NDC-0006-5332-01,1,1701,1701,ExpirySoon,2025-07-25
LOT-005-B,,NDC-0006-5333-01,1,2203,2203,ExpirySoon,2025-06-20
LOT-059-B,SHP-059-2,NDC-0006-5332-01,9,1701,15309,Quarantine,2025-08-21
LOT-005-A,,NDC-0006-5332-01,1,1814,1814,ExpirySoon,2025-05-09
LOT-005-A,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-07-25
LOT-005-C,,NDC-0006-5332-01,1,1814,1814,ExpirySoon,2025-08-25
LOT-029-B,SHP-029-2,NDC-0006-5333-01,20,2312,46240,Quarantine,2025-08-06
LOT-043-C,SHP-043-3,NDC-0006-5333-01,35,2262,79170,Quarantine,2025-09-18
LOT-005-C,,NDC-0006-5331-01,1,1510,1510,ExpirySoon,2025-08-13
LOT-033-C,SHP-033-3,NDC-0006-5331-01,34,1416,48144,Quarantine,2025-09-25
LOT-003-B,SHP-003-2,NDC-0006-5332-01,14,1622,22708,Quarantine,2025-08-12
LOT-005-A,SHP-005-1,NDC-0006-5333-01,31,2312,71672,Quarantine,2025-08-05
LOT-058-A,SHP-058-1,NDC-0006-5333-01,36,2203,79308,Quarantine,2025-07-28
LOT-016-B,SHP-016-2,NDC-0006-5332-01,13,1701,22113,Quarantine,2025-08-15
LOT-003-C,SHP-003-3,NDC-0006-5332-01,28,1814,50792,Quarantine,2025-10-09
LOT-006-B,SHP-006-2,NDC-0006-5332-01,21,1814,38094,Quarantine,2025-08-29
LOT-005-C,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-07-17
LOT-033-C,SHP-033-3,NDC-0006-5333-01,30,2312,69360,Quarantine,2025-10-08
LOT-014-B,SHP-014-2,NDC-0006-5333-01,9,2262,20358,Quarantine,2025-08-23
LOT-049-A,SHP-049-1,NDC-0006-5332-01,38,1622,61636,Quarantine,2025-08-03
LOT-045-A,SHP-045-1,NDC-0006-5333-01,34,2262,76908,Quarantine,2025-08-01
LOT-057-A,SHP-057-1,NDC-0006-5332-01,30,1622,48660,Quarantine,2025-08-08
LOT-015-A,SHP-015-1,NDC-0006-5331-01,39,1510,58890,Quarantine,2025-08-10
LOT-021-A,SHP-021-1,NDC-0006-5333-01,33,2203,72699,Quarantine,2025-07-09
LOT-058-A,SHP-058-1,NDC-0006-5331-01,39,1507,58773,Quarantine,2025-07-23
LOT-014-C,SHP-014-3,NDC-0006-5331-01,33,1510,49830,Quarantine,2025-10-22
LOT-005-B,,NDC-0006-5332-01,1,1701,1701,ExpirySoon,2025-05-27
LOT-028-A,SHP-028-1,NDC-0006-5333-01,29,2312,67048,Quarantine,2025-07-27
LOT-005-C,,NDC-0006-5331-01,1,1416,1416,ExpirySoon,2025-09-12
LOT-032-C,SHP-032-3,NDC-0006-5331-01,32,1416,45312,Quarantine,2025-10-09
LOT-034-C,SHP-034-3,NDC-0006-5333-01,33,2312,76296,Quarantine,2025-09-17
LOT-041-C,SHP-041-3,NDC-0006-5333-01,37,2262,83694,Quarantine,2025-09-26
LOT-036-B,SHP-036-2,NDC-0006-5331-01,15,1507,22605,Quarantine,2025-08-06
LOT-058-A,SHP-058-1,NDC-0006-5331-01,39,1510,58890,Quarantine,2025-07-23
LOT-005-C,,NDC-0006-5333-01,1,2312,2312,ExpirySoon,2025-06-24
LOT-005-A,,NDC-0006-5331-01,1,1507,1507,ExpirySoon,2025-05-30
LOT-005-A,,NDC-0006-5333-01,1,2262,2262,ExpirySoon,2025-07-05
LOT-032-B,SHP-032-2,NDC-0006-5332-01,13,1701,22113,Quarantine,2025-08-23
LOT-005-C,,NDC-0006-5333-01,1,2203,2203,ExpirySoon,2025-07-18
LOT-006-A,SHP-006-1,NDC-0006-5331-01,29,1507,43703,Quarantine,2025-08-10
LOT-005-C,,NDC-0006-5333-01,1,2262,2262,ExpirySoon,2025-08-22
LOT-003-B,SHP-003-2,NDC-0006-5332-01,14,1701,23814,Quarantine,2025-08-12
LOT-026-C,SHP-026-3,NDC-0006-5332-01,17,1622,27574,Quarantine,2025-10-25
LOT-003-A,SHP-003-1,NDC-0006-5332-01,35,1701,59535,Quarantine,2025-08-01
LOT-022-A,SHP-022-1,NDC-0006-5331-01,27,1510,40770,Quarantine,2025-08-03
LOT-019-C,SHP-019-3,NDC-0006-5332-01,37,1701,62937,Quarantine,2025-10-07
LOT-035-B,SHP-035-2,NDC-0006-5332-01,19,1814,34466,Quarantine,2025-08-15
LOT-055-A,SHP-055-1,NDC-0006-5331-01,38,1510,57380,Quarantine,2025-07-16
LOT-059-A,SHP-059-1,NDC-0006-5331-01,36,1510,54360,Quarantine,2025-07-15
LOT-019-B,SHP-019-2,NDC-0006-5333-01,15,2262,33930,Quarantine,2025-08-15
LOT-052-C,SHP-052-3,NDC-0006-5331-01,16,1507,24112,Quarantine,2025-09-16
LOT-035-C,SHP-035-3,NDC-0006-5333-01,30,2203,66090,Quarantine,2025-09-09
LOT-019-A,SHP-019-1,NDC-0006-5331-01,40,1510,60400,Quarantine,2025-08-17
LOT-005-C,,NDC-0006-5332-01,1,1814,1814,ExpirySoon,2025-06-09
LOT-045-C,SHP-045-3,NDC-0006-5331-01,37,1507,55759,Quarantine,2025-10-12
LOT-005-B,,NDC-0006-5332-01,1,1814,1814,ExpirySoon,2025-06-03
LOT-037-A,SHP-037-1,NDC-0006-5332-01,32,1622,51904,Quarantine,2025-07-23
LOT-049-C,SHP-049-3,NDC-0006-5333-01,25,2262,56550,Quarantine,2025-10-03
LOT-024-C,SHP-024-3,NDC-0006-5333-01,31,2203,68293,Quarantine,2025-10-07
LOT-007-C,SHP-007-3,NDC-0006-5331-01,32,1507,48224,Quarantine,2025-10-13
LOT-038-A,SHP-038-1,NDC-0006-5331-01,19,1507,28633,Quarantine,2025-08-07
LOT-005-C,,NDC-0006-5333-01,1,2312,2312,ExpirySoon,2025-08-16
LOT-007-C,SHP-007-3,NDC-0006-5332-01,23,1814,41722,Quarantine,2025-09-30
LOT-055-A,SHP-055-1,NDC-0006-5331-01,38,1416,53808,Quarantine,2025-07-16
LOT-035-A,SHP-035-1,NDC-0006-5331-01,23,1416,32568,Quarantine,2025-07-17
LOT-009-A,SHP-009-1,NDC-0006-5331-01,45,1416,63720,Quarantine,2025-07-27
LOT-005-B,,NDC-0006-5333-01,1,2203,2203,ExpirySoon,2025-07-19
LOT-005-A,,NDC-0006-5331-01,1,1510,1510,ExpirySoon,2025-05-30
LOT-003-A,SHP-003-1,NDC-0006-5331-01,34,1507,51238,Quarantine,2025-07-24
LOT-058-C,SHP-058-3,NDC-0006-5333-01,27,2203,59481,Quarantine,2025-10-07
LOT-045-A,SHP-045-1,NDC-0006-5331-01,28,1416,39648,Quarantine,2025-07-10
LOT-005-A,,NDC-0006-5332-01,1,1814,1814,ExpirySoon,2025-07-14
LOT-037-C,SHP-037-3,NDC-0006-5332-01,33,1622,53526,Quarantine,2025-10-01
LOT-053-A,SHP-053-1,NDC-0006-5333-01,35,2203,77105,Quarantine,2025-07-18
LOT-034-C,SHP-034-3,NDC-0006-5331-01,29,1510,43790,Quarantine,2025-10-08
LOT-040-C,SHP-040-3,NDC-0006-5331-01,26,1416,36816,Quarantine,2025-10-19
LOT-005-A,,NDC-0006-5332-01,1,1814,1814,ExpirySoon,2025-06-05
LOT-005-B,,NDC-0006-5331-01,1,1507,1507,ExpirySoon,2025-06-06
LOT-032-A,SHP-032-1,NDC-0006-5333-01,29,2203,63887,Quarantine,2025-07-31
LOT-038-A,SHP-038-1,NDC-0006-5333-01,40,2262,90480,Quarantine,2025-08-06
LOT-009-C,SHP-009-3,NDC-0006-5333-01,25,2312,57800,Quarantine,2025-10-12
LOT-023-A,SHP-023-1,NDC-0006-5333-01,23,2203,50669,Quarantine,2025-07-27
LOT-005-A,,NDC-0006-5331-01,1,1510,1510,ExpirySoon,2025-05-09
LOT-005-A,,NDC-0006-5331-01,1,1507,1507,ExpirySoon,2025-07-15
LOT-021-A,SHP-021-1,NDC-0006-5331-01,29,1416,41064,Quarantine,2025-06-29
LOT-036-A,SHP-036-1,NDC-0006-5332-01,35,1622,56770,Quarantine,2025-07-07
LOT-054-B,SHP-054-2,NDC-0006-5333-01,17,2262,38454,Quarantine,2025-08-13
LOT-017-C,SHP-017-3,NDC-0006-5333-01,26,2312,60112,Quarantine,2025-09-16
LOT-005-A,,NDC-0006-5332-01,1,1701,1701,ExpirySoon,2025-06-06
LOT-009-C,SHP-009-3,NDC-0006-5331-01,33,1507,49731,Quarantine,2025-10-05
LOT-039-A,SHP-039-1,NDC-0006-5332-01,40,1814,72560,Quarantine,2025-07-27
LOT-005-B,,NDC-0006-5333-01,1,2203,2203,ExpirySoon,2025-06-30
LOT-040-C,SHP-040-3,NDC-0006-5332-01,30,1701,51030,Quarantine,2025-10-11
LOT-015-B,SHP-015-2,NDC-0006-5332-01,13,1622,21086,Quarantine,2025-08-21
LOT-051-A,SHP-051-1,NDC-0006-5333-01,25,2312,57800,Quarantine,2025-07-11
LOT-005-C,,NDC-0006-5332-01,1,1622,1622,ExpirySoon,2025-07-25
LOT-027-C,SHP-027-3,NDC-0006-5331-01,29,1507,43703,Quarantine,2025-10-15
LOT-032-A,SHP-032-1,NDC-0006-5332-01,28,1622,45416,Quarantine,2025-08-01
LOT-013-B,SHP-013-2,NDC-0006-5332-01,13,1701,22113,Quarantine,2025-08-04
LOT-024-A,SHP-024-1,NDC-0006-5331-01,39,1507,58773,Quarantine,2025-07-25
LOT-033-C,SHP-033-3,NDC-0006-5332-01,25,1701,42525,Quarantine,2025-10-09
LOT-047-C,SHP-047-3,NDC-0006-5331-01,18,1416,25488,Quarantine,2025-10-02
LOT-005-A,,NDC-0006-5332-01,1,1814,1814,ExpirySoon,2025-04-28
LOT-009-A,SHP-009-1,NDC-0006-5333-01,26,2203,57278,Quarantine,2025-07-18
