shipment_id,site_id,lot_id,ndc,dispatch_dt,eta_dt,reason,decision,decision_dt
SHP-046-2,SITE-046,LOT-046-B,NDC-0006-5331-01,2025-08-06,2025-08-16,TempExcursion,Quarantine-Release Pending QA,2025-08-16
SHP-046-2,SITE-046,LOT-046-B,NDC-0006-5333-01,2025-08-08,2025-08-18,TempExcursion,Quarantine-Release Pending QA,2025-08-18
SHP-046-3,SITE-046,LOT-046-C,NDC-0006-5331-01,2025-09-18,2025-09-23,TempExcursion,Quarantine-Release Pending QA,2025-09-23
SHP-046-3,SITE-046,LOT-046-C,NDC-0006-5332-01,2025-10-08,2025-10-20,TempExcursion,Quarantine-Confirmed,2025-10-20
SHP-047-1,SITE-047,LOT-047-A,NDC-0006-5331-01,2025-07-11,2025-07-18,TempExcursion,Quarantine-Release Pending QA,2025-07-18
SHP-047-3,SITE-047,LOT-047-C,NDC-0006-5331-01,2025-09-27,2025-10-02,TempExcursion,Quarantine-Confirmed,2025-10-02
SHP-047-3,SITE-047,LOT-047-C,NDC-0006-5333-01,2025-09-09,2025-09-19,TempExcursion,Quarantine-Release Pending QA,2025-09-19
SHP-048-1,SITE-048,LOT-048-A,NDC-0006-5331-01,2025-07-18,2025-07-24,TempExcursion,Quarantine-Release Pending QA,2025-07-24
SHP-048-1,SITE-048,LOT-048-A,NDC-0006-5332-01,2025-07-21,2025-07-31,TempExcursion,Quarantine-Release Pending QA,2025-07-31
SHP-048-1,SITE-048,LOT-048-A,NDC-0006-5333-01,2025-07-20,2025-07-27,TempExcursion,Quarantine-Release Pending QA,2025-07-27
SHP-048-2,SITE-048,LOT-048-B,NDC-0006-5331-01,2025-08-04,2025-08-17,TempExcursion,Quarantine-Release Pending QA,2025-08-17
SHP-048-2,SITE-048,LOT-048-B,NDC-0006-5332-01,2025-07-31,2025-08-09,TempExcursion,Quarantine-Confirmed,2025-08-09
SHP-048-2,SITE-048,LOT-048-B,NDC-0006-5333-01,2025-07-05,2025-07-15,TempExcursion,Quarantine-Release Pending QA,2025-07-15
SHP-048-3,SITE-048,LOT-048-C,NDC-0006-5333-01,2025-09-10,2025-09-15,TempExcursion,Quarantine-Confirmed,2025-09-15
SHP-049-1,SITE-049,LOT-049-A,NDC-0006-5332-01,2025-07-27,2025-08-03,TempExcursion,Quarantine-Release Pending QA,2025-08-03
SHP-049-1,SITE-049,LOT-049-A,NDC-0006-5333-01,2025-07-07,2025-07-19,TempExcursion,Quarantine-Confirmed,2025-07-19
SHP-049-2,SITE-049,LOT-049-B,NDC-0006-5332-01,2025-07-28,2025-08-06,TempExcursion,Quarantine-Release Pending QA,2025-08-06
SHP-049-3,SITE-049,LOT-049-C,NDC-0006-5332-01,2025-09-27,2025-10-08,TempExcursion,Quarantine-Release Pending QA,2025-10-08
SHP-049-3,SITE-049,LOT-049-C,NDC-0006-5333-01,2025-09-28,2025-10-03,TempExcursion,Quarantine-Release Pending QA,2025-10-03
SHP-050-1,SITE-050,LOT-050-A,NDC-0006-5331-01,2025-07-15,2025-07-27,TempExcursion,Quarantine-Release Pending QA,2025-07-27
SHP-050-1,SITE-050,LOT-050-A,NDC-0006-5332-01,2025-07-22,2025-07-29,TempExcursion,Quarantine-Release Pending QA,2025-07-29
SHP-050-1,SITE-050,LOT-050-A,NDC-0006-5333-01,2025-07-17,2025-07-24,TempExcursion,Quarantine-Release Pending QA,2025-07-24
SHP-050-2,SITE-050,LOT-050-B,NDC-0006-5331-01,2025-08-01,2025-08-09,TempExcursion,Quarantine-Release Pending QA,2025-08-09
SHP-050-3,SITE-050,LOT-050-C,NDC-0006-5332-01,2025-09-02,2025-09-15,TempExcursion,Quarantine-Release Pending QA,2025-09-15
SHP-051-1,SITE-051,LOT-051-A,NDC-0006-5333-01,2025-07-04,2025-07-11,TempExcursion,Quarantine-Release Pending QA,2025-07-11
SHP-051-2,SITE-051,LOT-051-B,NDC-0006-5332-01,2025-07-28,2025-08-07,TempExcursion,Quarantine-Confirmed,2025-08-07
SHP-051-3,SITE-051,LOT-051-C,NDC-0006-5331-01,2025-09-13,2025-09-24,TempExcursion,Quarantine-Release Pending QA,2025-09-24
SHP-051-3,SITE-051,LOT-051-C,NDC-0006-5332-01,2025-09-28,2025-10-10,TempExcursion,Quarantine-Release Pending QA,2025-10-10
SHP-051-3,SITE-051,LOT-051-C,NDC-0006-5333-01,2025-09-21,2025-10-01,TempExcursion,Quarantine-Release Pending QA,2025-10-01
SHP-052-1,SITE-052,LOT-052-A,NDC-0006-5331-01,2025-07-28,2025-08-09,TempExcursion,Quarantine-Release Pending QA,2025-08-09
SHP-052-1,SITE-052,LOT-052-A,NDC-0006-5332-01,2025-07-17,2025-07-28,TempExcursion,Quarantine-Release Pending QA,2025-07-28
SHP-052-3,SITE-052,LOT-052-C,NDC-0006-5331-01,2025-09-04,2025-09-16,TempExcursion,Quarantine-Release Pending QA,2025-09-16
SHP-052-3,SITE-052,LOT-052-C,NDC-0006-5332-01,2025-10-09,2025-10-14,TempExcursion,Quarantine-Release Pending QA,2025-10-14
SHP-053-1,SITE-053,LOT-053-A,NDC-0006-5333-01,2025-07-11,2025-07-18,TempExcursion,Quarantine-Release Pending QA,2025-07-18
SHP-053-2,SITE-053,LOT-053-B,NDC-0006-5331-01,2025-06-29,2025-07-11,TempExcursion,Quarantine-Confirmed,2025-07-11
SHP-053-3,SITE-053,LOT-053-C,NDC-0006-5332-01,2025-09-14,2025-09-23,TempExcursion,Quarantine-Release Pending QA,2025-09-23
SHP-054-1,SITE-054,LOT-054-A,NDC-0006-5331-01,2025-07-26,2025-08-06,TempExcursion,Quarantine-Release Pending QA,2025-08-06
SHP-054-2,SITE-054,LOT-054-B,NDC-0006-5331-01,2025-08-15,2025-08-20,TempExcursion,Quarantine-Release Pending QA,2025-08-20
SHP-054-2,SITE-054,LOT-054-B,NDC-0006-5333-01,2025-08-07,2025-08-13,TempExcursion,Quarantine-Confirmed,2025-08-13
SHP-054-3,SITE-054,LOT-054-C,NDC-0006-5333-01,2025-10-02,2025-10-08,TempExcursion,Quarantine-Release Pending QA,2025-10-08
SHP-055-1,SITE-055,LOT-055-A,NDC-0006-5331-01,2025-07-09,2025-07-16,TempExcursion,Quarantine-Release Pending QA,2025-07-16
SHP-055-1,SITE-055,LOT-055-A,NDC-0006-5332-01,2025-07-25,2025-08-05,TempExcursion,Quarantine-Confirmed,2025-08-05
SHP-055-2,SITE-055,LOT-055-B,NDC-0006-5331-01,2025-08-09,2025-08-20,TempExcursion,Quarantine-Release Pending QA,2025-08-20
SHP-055-2,SITE-055,LOT-055-B,NDC-0006-5332-01,2025-08-13,2025-08-24,TempExcursion,Quarantine-Confirmed,2025-08-24
SHP-055-3,SITE-055,LOT-055-C,NDC-0006-5331-01,2025-09-29,2025-10-08,TempExcursion,Quarantine-Release Pending QA,2025-10-08
SHP-056-1,SITE-056,LOT-056-A,NDC-0006-5333-01,2025-07-31,2025-08-11,TempExcursion,Quarantine-Release Pending QA,2025-08-11
SHP-056-3,SITE-056,LOT-056-C,NDC-0006-5332-01,2025-10-06,2025-10-12,TempExcursion,Quarantine-Confirmed,2025-10-12
SHP-057-1,SITE-057,LOT-057-A,NDC-0006-5331-01,2025-07-25,2025-08-02,TempExcursion,Quarantine-Release Pending QA,2025-08-02
SHP-057-1,SITE-057,LOT-057-A,NDC-0006-5332-01,2025-08-03,2025-08-08,TempExcursion,Quarantine-Release Pending QA,2025-08-08
SHP-057-2,SITE-057,LOT-057-B,NDC-0006-5331-01,2025-08-11,2025-08-16,TempExcursion,Quarantine-Confirmed,2025-08-16
SHP-057-3,SITE-057,LOT-057-C,NDC-0006-5332-01,2025-10-09,2025-10-16,TempExcursion,Quarantine-Release Pending QA,2025-10-16
SHP-058-1,SITE-058,LOT-058-A,NDC-0006-5331-01,2025-07-13,2025-07-23,TempExcursion,Quarantine-Release Pending QA,2025-07-23
SHP-058-1,SITE-058,LOT-058-A,NDC-0006-5333-01,2025-07-18,2025-07-28,TempExcursion,Quarantine-Release Pending QA,2025-07-28
SHP-058-3,SITE-058,LOT-058-C,NDC-0006-5331-01,2025-10-06,2025-10-17,TempExcursion,Quarantine-Release Pending QA,2025-10-17
SHP-058-3,SITE-058,LOT-058-C,NDC-0006-5333-01,2025-09-24,2025-10-07,TempExcursion,Quarantine-Confirmed,2025-10-07
SHP-059-1,SITE-059,LOT-059-A,NDC-0006-5331-01,2025-07-09,2025-07-15,TempExcursion,Quarantine-Release Pending QA,2025-07-15
SHP-059-1,SITE-059,LOT-059-A,NDC-0006-5333-01,2025-07-24,2025-07-31,TempExcursion,Quarantine-Release Pending QA,2025-07-31
SHP-059-2,SITE-059,LOT-059-B,NDC-0006-5332-01,2025-08-10,2025-08-21,TempExcursion,Quarantine-Confirmed,2025-08-21
SHP-059-3,SITE-059,LOT-059-C,NDC-0006-5331-01,2025-10-02,2025-10-07,TempExcursion,Quarantine-Confirmed,2025-10-07
SHP-059-3,SITE-059,LOT-059-C,NDC-0006-5332-01,2025-10-08,2025-10-21,TempExcursion,Quarantine-Release Pending QA,2025-10-21
SHP-059-3,SITE-059,LOT-059-C,NDC-0006-5333-01,2025-09-22,2025-09-28,TempExcursion,Quarantine-Release Pending QA,2025-09-28
SHP-060-1,SITE-060,LOT-060-A,NDC-0006-5332-01,2025-07-18,2025-07-27,TempExcursion,Quarantine-Release Pending QA,2025-07-27
SHP-060-1,SITE-060,LOT-060-A,NDC-0006-5333-01,2025-07-21,2025-08-02,TempExcursion,Quarantine-Confirmed,2025-08-02
SHP-060-2,SITE-060,LOT-060-B,NDC-0006-5332-01,2025-08-10,2025-08-17,TempExcursion,Quarantine-Release Pending QA,2025-08-17
SHP-060-3,SITE-060,LOT-060-C,NDC-0006-5332-01,2025-10-02,2025-10-13,TempExcursion,Quarantine-Release Pending QA,2025-10-13
