shipment_id,lot_id,ndc,qty,line_no,depot_id,status,dispatch_dt,unit_cost_usd,transport_cost_usd,handling_cost_usd,total_cost_usd
SHP-027-2,LOT-027-B,NDC-0006-5331-01,23,1,DEPOT-HH,Quarantined,2025-08-18,1416,1489,217,34274
SHP-022-2,LOT-022-B,NDC-0006-5332-01,19,2,DEPOT-NJ,Quarantined,2025-08-07,1701,1448,241,34008
SHP-058-2,LOT-058-B,NDC-0006-5331-01,15,1,DEPOT-HH,In Transit,2025-08-10,1507,1245,100,23950
SHP-059-3,LOT-059-C,NDC-0006-5333-01,26,3,DEPOT-HH,Quarantined,2025-10-02,2312,1488,378,61978
SHP-025-2,LOT-025-B,NDC-0006-5332-01,16,2,DEPOT-HH,Delivered,2025-07-31,1701,1218,182,28616
SHP-035-2,LOT-035-B,NDC-0006-5332-01,19,2,DEPOT-HH,In Transit,2025-07-28,1814,863,186,35515
SHP-017-1,LOT-017-A,NDC-0006-5332-01,37,2,DEPOT-HH,Delivered,2025-07-10,1701,1319,249,64505
SHP-030-2,LOT-030-B,NDC-0006-5332-01,12,2,DEPOT-HH,Delivered,2025-07-15,1814,636,344,22748
SHP-032-1,LOT-032-A,NDC-0006-5331-01,30,1,DEPOT-HH,Quarantined,2025-07-18,1510,1464,102,46866
SHP-023-1,LOT-023-A,NDC-0006-5331-01,36,1,DEPOT-HH,Delivered,2025-07-13,1510,956,317,55633
SHP-035-3,LOT-035-C,NDC-0006-5333-01,30,3,DEPOT-HH,Quarantined,2025-08-28,2203,1433,120,67643
SHP-009-2,LOT-009-B,NDC-0006-5333-01,12,3,DEPOT-BLR,Delivered,2025-08-05,2203,588,165,27189
SHP-008-2,LOT-008-B,NDC-0006-5331-01,11,1,DEPOT-NJ,Delivered,2025-08-07,1510,1340,227,18177
SHP-033-2,LOT-033-B,NDC-0006-5331-01,12,1,DEPOT-TYO,Delivered,2025-07-18,1416,925,250,18167
SHP-037-3,LOT-037-C,NDC-0006-5331-01,33,1,DEPOT-BLR,Quarantined,2025-09-24,1416,739,373,47840
SHP-060-3,LOT-060-C,NDC-0006-5331-01,25,1,DEPOT-NJ,Delivered,2025-09-21,1416,819,220,36439
SHP-006-2,LOT-006-B,NDC-0006-5331-01,12,1,DEPOT-HH,Delivered,2025-08-13,1510,782,120,19022
SHP-046-2,LOT-046-B,NDC-0006-5333-01,19,3,DEPOT-HH,Delivered,2025-07-11,2262,1168,138,44284
SHP-010-1,LOT-010-A,NDC-0006-5333-01,27,3,DEPOT-TYO,Quarantined,2025-07-18,2312,1143,314,63881
SHP-060-1,LOT-060-A,NDC-0006-5331-01,32,1,DEPOT-NJ,Quarantined,2025-07-18,1416,1185,131,46628
SHP-005-3,LOT-005-C,NDC-0006-5332-01,26,2,DEPOT-NJ,Quarantined,2025-09-27,1622,1063,215,43450
SHP-035-1,LOT-035-A,NDC-0006-5332-01,33,2,DEPOT-HH,Quarantined,2025-07-11,1622,804,329,54659
SHP-056-1,LOT-056-A,NDC-0006-5331-01,31,1,DEPOT-TYO,Delivered,2025-07-22,1510,1090,130,48030
SHP-022-1,LOT-022-A,NDC-0006-5332-01,37,2,DEPOT-NJ,Quarantined,2025-07-25,1814,898,325,68341
SHP-004-2,LOT-004-B,NDC-0006-5331-01,14,1,DEPOT-HH,Delivered,2025-07-25,1510,1366,155,22661
SHP-027-3,LOT-027-C,NDC-0006-5331-01,29,1,DEPOT-HH,Quarantined,2025-10-04,1416,1079,337,42480
SHP-056-1,LOT-056-A,NDC-0006-5332-01,33,2,DEPOT-TYO,Quarantined,2025-07-31,1701,1433,392,57958
SHP-032-2,LOT-032-B,NDC-0006-5333-01,21,3,DEPOT-HH,Delivered,2025-08-04,2262,924,309,48735
SHP-045-3,LOT-045-C,NDC-0006-5331-01,37,1,DEPOT-HH,In Transit,2025-09-10,1510,1131,238,57239
SHP-037-3,LOT-037-C,NDC-0006-5333-01,19,3,DEPOT-BLR,Delivered,2025-10-07,2312,1141,373,45442
SHP-027-1,LOT-027-A,NDC-0006-5333-01,29,3,DEPOT-HH,Quarantined,2025-07-19,2203,1060,377,65324
SHP-060-1,LOT-060-A,NDC-0006-5331-01,32,1,DEPOT-NJ,Quarantined,2025-07-18,1510,821,317,49458
SHP-048-2,LOT-048-B,NDC-0006-5333-01,16,3,DEPOT-NJ,Quarantined,2025-07-05,2262,1231,244,37667
SHP-051-1,LOT-051-A,NDC-0006-5332-01,39,2,DEPOT-HH,Delivered,2025-07-05,1814,1098,286,72130
SHP-022-2,LOT-022-B,NDC-0006-5331-01,12,1,DEPOT-NJ,Quarantined,2025-08-07,1416,1191,252,18435
SHP-031-3,LOT-031-C,NDC-0006-5331-01,30,1,DEPOT-BLR,Quarantined,2025-09-21,1507,1035,264,46509
SHP-039-1,LOT-039-A,NDC-0006-5333-01,29,3,DEPOT-NJ,Quarantined,2025-07-14,2312,942,260,68250
SHP-057-2,LOT-057-B,NDC-0006-5333-01,14,3,DEPOT-HH,In Transit,2025-08-02,2203,862,190,31894
SHP-045-3,LOT-045-C,NDC-0006-5333-01,29,3,DEPOT-HH,Delivered,2025-09-08,2262,1156,301,67055
SHP-024-2,LOT-024-B,NDC-0006-5331-01,13,1,DEPOT-HH,Delivered,2025-07-25,1507,775,135,20501
SHP-004-2,LOT-004-B,NDC-0006-5332-01,18,2,DEPOT-HH,Delivered,2025-08-07,1701,1276,271,32165
SHP-041-3,LOT-041-C,NDC-0006-5333-01,37,3,DEPOT-NJ,Delivered,2025-10-05,2312,1402,317,87263
SHP-037-2,LOT-037-B,NDC-0006-5333-01,17,3,DEPOT-BLR,Quarantined,2025-08-09,2203,1309,123,38883
SHP-005-3,LOT-005-C,NDC-0006-5333-01,28,3,DEPOT-NJ,Delivered,2025-10-11,2203,834,341,62859
SHP-003-2,LOT-003-B,NDC-0006-5332-01,14,2,DEPOT-BLR,In Transit,2025-08-04,1622,1312,271,24291
SHP-023-2,LOT-023-B,NDC-0006-5331-01,14,1,DEPOT-HH,Delivered,2025-07-28,1507,1145,242,22485
SHP-042-3,LOT-042-C,NDC-0006-5333-01,37,3,DEPOT-NJ,Delivered,2025-10-02,2312,751,109,86404
SHP-043-2,LOT-043-B,NDC-0006-5333-01,15,3,DEPOT-HH,Delivered,2025-07-20,2312,958,145,35783
SHP-007-2,LOT-007-B,NDC-0006-5331-01,15,1,DEPOT-NJ,Delivered,2025-08-06,1510,983,299,23932
SHP-057-1,LOT-057-A,NDC-0006-5332-01,30,2,DEPOT-HH,Delivered,2025-07-19,1622,1444,168,50272
SHP-008-3,LOT-008-C,NDC-0006-5331-01,26,1,DEPOT-NJ,Delivered,2025-09-25,1416,509,230,37555
SHP-028-1,LOT-028-A,NDC-0006-5331-01,29,1,DEPOT-TYO,Delivered,2025-07-28,1416,765,356,42185
SHP-033-2,LOT-033-B,NDC-0006-5333-01,12,3,DEPOT-TYO,Delivered,2025-08-07,2262,1452,388,28984
SHP-003-3,LOT-003-C,NDC-0006-5333-01,22,3,DEPOT-BLR,Quarantined,2025-10-01,2203,733,387,49586
SHP-052-2,LOT-052-B,NDC-0006-5331-01,20,1,DEPOT-NJ,In Transit,2025-08-02,1507,819,233,31192
SHP-025-2,LOT-025-B,NDC-0006-5332-01,16,2,DEPOT-HH,Delivered,2025-07-31,1701,1478,299,28993
SHP-057-1,LOT-057-A,NDC-0006-5333-01,25,3,DEPOT-HH,Delivered,2025-07-19,2312,1364,161,59325
SHP-054-2,LOT-054-B,NDC-0006-5331-01,13,1,DEPOT-NJ,Delivered,2025-08-16,1416,687,289,19384
SHP-051-3,LOT-051-C,NDC-0006-5332-01,25,2,DEPOT-HH,Quarantined,2025-09-21,1701,937,135,43597
SHP-011-1,LOT-011-A,NDC-0006-5332-01,33,2,DEPOT-NJ,Delivered,2025-07-28,1701,1308,244,57685
SHP-050-2,LOT-050-B,NDC-0006-5331-01,18,1,DEPOT-HH,Quarantined,2025-08-01,1510,954,239,28373
SHP-037-2,LOT-037-B,NDC-0006-5333-01,17,3,DEPOT-BLR,Delivered,2025-08-08,2312,586,197,40087
SHP-015-3,LOT-015-C,NDC-0006-5331-01,21,1,DEPOT-NJ,Quarantined,2025-10-04,1507,1201,152,33000
SHP-060-1,LOT-060-A,NDC-0006-5331-01,32,1,DEPOT-NJ,Quarantined,2025-07-21,1510,786,149,49255
SHP-021-1,LOT-021-A,NDC-0006-5333-01,33,3,DEPOT-NJ,Quarantined,2025-07-01,2262,1382,259,76287
SHP-040-1,LOT-040-A,NDC-0006-5332-01,27,2,DEPOT-HH,Quarantined,2025-07-19,1622,618,163,44575
SHP-053-1,LOT-053-A,NDC-0006-5332-01,29,2,DEPOT-HH,Delivered,2025-07-14,1814,765,280,53651
SHP-007-1,LOT-007-A,NDC-0006-5333-01,26,3,DEPOT-NJ,Delivered,2025-07-23,2203,1406,353,59037
SHP-026-3,LOT-026-C,NDC-0006-5332-01,17,2,DEPOT-HH,Quarantined,2025-10-14,1622,788,347,28709
SHP-008-1,LOT-008-A,NDC-0006-5332-01,36,2,DEPOT-NJ,In Transit,2025-07-20,1701,1068,285,62589
SHP-050-3,LOT-050-C,NDC-0006-5331-01,26,1,DEPOT-HH,Quarantined,2025-09-02,1416,1124,293,38233
SHP-040-2,LOT-040-B,NDC-0006-5333-01,11,3,DEPOT-HH,Delivered,2025-08-02,2262,682,194,25758
SHP-003-3,LOT-003-C,NDC-0006-5332-01,28,2,DEPOT-BLR,Quarantined,2025-09-29,1814,1343,325,52460
SHP-025-2,LOT-025-B,NDC-0006-5331-01,10,1,DEPOT-HH,Delivered,2025-07-31,1416,1072,348,15580
SHP-060-2,LOT-060-B,NDC-0006-5331-01,14,1,DEPOT-NJ,Delivered,2025-07-21,1416,638,213,20675
SHP-058-2,LOT-058-B,NDC-0006-5331-01,15,1,DEPOT-HH,Delivered,2025-08-07,1507,1052,372,24029
SHP-012-1,LOT-012-A,NDC-0006-5333-01,23,3,DEPOT-HH,In Transit,2025-07-17,2203,1018,166,51853
SHP-001-1,LOT-001-A,NDC-0006-5333-01,37,3,DEPOT-HH,Delivered,2025-07-19,2312,1354,390,87288
SHP-032-1,LOT-032-A,NDC-0006-5331-01,30,1,DEPOT-HH,Quarantined,2025-07-19,1416,990,204,43674
SHP-053-2,LOT-053-B,NDC-0006-5332-01,12,2,DEPOT-HH,Delivered,2025-08-19,1701,1039,384,21835
SHP-053-3,LOT-053-C,NDC-0006-5332-01,19,2,DEPOT-HH,Quarantined,2025-09-14,1814,1339,123,35928
SHP-022-1,LOT-022-A,NDC-0006-5332-01,37,2,DEPOT-NJ,Delivered,2025-07-18,1622,524,204,60742
SHP-030-3,LOT-030-C,NDC-0006-5332-01,35,2,DEPOT-HH,Quarantined,2025-10-08,1814,505,235,64230
SHP-026-1,LOT-026-A,NDC-0006-5331-01,28,1,DEPOT-HH,In Transit,2025-07-26,1507,798,362,43356
SHP-002-1,LOT-002-A,NDC-0006-5332-01,30,2,DEPOT-HH,In Transit,2025-07-21,1622,535,147,49342
SHP-045-3,LOT-045-C,NDC-0006-5331-01,37,1,DEPOT-HH,Quarantined,2025-10-05,1510,1487,218,57575
SHP-042-1,LOT-042-A,NDC-0006-5331-01,39,1,DEPOT-NJ,Quarantined,2025-07-19,1416,1145,208,56577
SHP-046-3,LOT-046-C,NDC-0006-5333-01,35,3,DEPOT-HH,In Transit,2025-09-17,2203,1452,104,78661
SHP-055-2,LOT-055-B,NDC-0006-5331-01,7,1,DEPOT-HH,Quarantined,2025-08-09,1416,1004,318,11234
SHP-018-1,LOT-018-A,NDC-0006-5332-01,43,2,DEPOT-TYO,Quarantined,2025-07-08,1701,1187,240,74570
SHP-060-2,LOT-060-B,NDC-0006-5332-01,12,2,DEPOT-NJ,Quarantined,2025-08-10,1814,1450,165,23383
SHP-037-2,LOT-037-B,NDC-0006-5331-01,14,1,DEPOT-BLR,Delivered,2025-08-08,1507,797,260,22155
SHP-039-3,LOT-039-C,NDC-0006-5332-01,22,2,DEPOT-NJ,Quarantined,2025-09-23,1701,1035,206,38663
SHP-055-2,LOT-055-B,NDC-0006-5333-01,13,3,DEPOT-HH,Quarantined,2025-08-09,2203,613,261,29513
SHP-047-3,LOT-047-C,NDC-0006-5331-01,18,1,DEPOT-TYO,Quarantined,2025-09-09,1507,584,101,27811
SHP-015-3,LOT-015-C,NDC-0006-5333-01,27,3,DEPOT-NJ,Delivered,2025-10-02,2312,733,130,63287
SHP-060-1,LOT-060-A,NDC-0006-5331-01,32,1,DEPOT-NJ,Delivered,2025-07-29,1510,815,103,49238
SHP-044-3,LOT-044-C,NDC-0006-5332-01,33,2,DEPOT-NJ,Quarantined,2025-09-30,1701,1418,297,57848
SHP-049-1,LOT-049-A,NDC-0006-5331-01,18,1,DEPOT-NJ,Quarantined,2025-07-27,1510,714,105,27999
SHP-040-3,LOT-040-C,NDC-0006-5332-01,30,2,DEPOT-HH,In Transit,2025-09-16,1814,752,299,55471
SHP-004-2,LOT-004-B,NDC-0006-5331-01,14,1,DEPOT-HH,Delivered,2025-08-08,1510,691,250,22081
SHP-026-1,LOT-026-A,NDC-0006-5333-01,31,3,DEPOT-HH,Delivered,2025-07-24,2262,625,381,71128
SHP-023-3,LOT-023-C,NDC-0006-5331-01,30,1,DEPOT-HH,Quarantined,2025-10-05,1507,1048,240,46498
SHP-046-3,LOT-046-C,NDC-0006-5332-01,33,2,DEPOT-HH,Quarantined,2025-10-08,1814,554,267,60683
SHP-018-1,LOT-018-A,NDC-0006-5333-01,21,3,DEPOT-TYO,Quarantined,2025-07-08,2262,943,279,48724
SHP-057-1,LOT-057-A,NDC-0006-5333-01,25,3,DEPOT-HH,Quarantined,2025-07-25,2262,761,351,57662
SHP-058-1,LOT-058-A,NDC-0006-5333-01,36,3,DEPOT-HH,Quarantined,2025-07-18,2262,842,121,82395
SHP-018-3,LOT-018-C,NDC-0006-5331-01,34,1,DEPOT-TYO,Delivered,2025-09-07,1510,1153,282,52775
SHP-038-2,LOT-038-B,NDC-0006-5332-01,20,2,DEPOT-NJ,Delivered,2025-08-18,1814,972,206,37458
SHP-055-1,LOT-055-A,NDC-0006-5331-01,38,1,DEPOT-HH,Quarantined,2025-07-25,1416,788,157,54753
SHP-043-2,LOT-043-B,NDC-0006-5333-01,15,3,DEPOT-HH,Delivered,2025-07-20,2203,1276,373,34694
SHP-040-1,LOT-040-A,NDC-0006-5332-01,27,2,DEPOT-HH,Delivered,2025-07-30,1622,824,363,44981
SHP-037-1,LOT-037-A,NDC-0006-5331-01,23,1,DEPOT-BLR,Quarantined,2025-07-13,1510,1212,247,36189
SHP-014-2,LOT-014-B,NDC-0006-5332-01,20,2,DEPOT-HH,Delivered,2025-07-30,1701,1293,378,35691
SHP-035-3,LOT-035-C,NDC-0006-5332-01,32,2,DEPOT-HH,Quarantined,2025-09-01,1814,1274,391,59713
SHP-049-3,LOT-049-C,NDC-0006-5332-01,34,2,DEPOT-NJ,Delivered,2025-09-06,1814,922,176,62774
SHP-034-2,LOT-034-B,NDC-0006-5333-01,15,3,DEPOT-HH,Delivered,2025-07-20,2312,653,188,35521
SHP-038-1,LOT-038-A,NDC-0006-5333-01,40,3,DEPOT-NJ,Quarantined,2025-07-13,2262,1217,186,91883
SHP-040-1,LOT-040-A,NDC-0006-5332-01,27,2,DEPOT-HH,Quarantined,2025-07-19,1814,963,128,50069
SHP-004-1,LOT-004-A,NDC-0006-5333-01,27,3,DEPOT-HH,Delivered,2025-07-28,2203,857,114,60452
SHP-037-2,LOT-037-B,NDC-0006-5333-01,17,3,DEPOT-BLR,In Transit,2025-07-25,2312,1218,394,40916
SHP-059-2,LOT-059-B,NDC-0006-5331-01,19,1,DEPOT-HH,Delivered,2025-08-15,1507,1114,383,30130
SHP-035-1,LOT-035-A,NDC-0006-5332-01,33,2,DEPOT-HH,Delivered,2025-07-15,1814,795,115,60772
SHP-009-3,LOT-009-C,NDC-0006-5331-01,33,1,DEPOT-BLR,Quarantined,2025-10-07,1416,1240,192,48160
SHP-020-1,LOT-020-A,NDC-0006-5333-01,28,3,DEPOT-HH,Delivered,2025-07-24,2262,956,236,64528
SHP-003-3,LOT-003-C,NDC-0006-5331-01,30,1,DEPOT-BLR,Delivered,2025-09-09,1510,1057,336,46693
SHP-005-2,LOT-005-B,NDC-0006-5332-01,16,2,DEPOT-NJ,Delivered,2025-07-17,1814,937,190,30151
SHP-046-2,LOT-046-B,NDC-0006-5332-01,12,2,DEPOT-HH,Delivered,2025-07-11,1814,601,259,22628
SHP-014-1,LOT-014-A,NDC-0006-5332-01,29,2,DEPOT-HH,Delivered,2025-07-31,1814,560,365,53531
SHP-043-3,LOT-043-C,NDC-0006-5331-01,25,1,DEPOT-HH,In Transit,2025-09-22,1507,674,208,38557
SHP-044-2,LOT-044-B,NDC-0006-5332-01,12,2,DEPOT-NJ,Quarantined,2025-07-17,1701,1243,328,21983
SHP-024-1,LOT-024-A,NDC-0006-5331-01,39,1,DEPOT-HH,Quarantined,2025-07-24,1416,928,235,56387
SHP-009-1,LOT-009-A,NDC-0006-5331-01,45,1,DEPOT-BLR,Quarantined,2025-07-05,1416,1499,241,65460
SHP-056-1,LOT-056-A,NDC-0006-5333-01,32,3,DEPOT-TYO,Delivered,2025-07-22,2262,853,281,73518
SHP-024-1,LOT-024-A,NDC-0006-5332-01,27,2,DEPOT-HH,Quarantined,2025-07-24,1814,615,115,49708
SHP-025-3,LOT-025-C,NDC-0006-5331-01,31,1,DEPOT-HH,Quarantined,2025-09-16,1416,1037,282,45215
SHP-040-3,LOT-040-C,NDC-0006-5332-01,30,2,DEPOT-HH,Quarantined,2025-10-12,1622,991,374,50025
SHP-046-3,LOT-046-C,NDC-0006-5332-01,33,2,DEPOT-HH,In Transit,2025-09-17,1622,1078,210,54814
SHP-036-1,LOT-036-A,NDC-0006-5333-01,38,3,DEPOT-HH,Quarantined,2025-07-16,2203,551,217,84482
SHP-025-3,LOT-025-C,NDC-0006-5332-01,21,2,DEPOT-HH,Quarantined,2025-09-16,1701,684,178,36583
SHP-024-2,LOT-024-B,NDC-0006-5333-01,20,3,DEPOT-HH,Delivered,2025-07-25,2203,582,265,44907
SHP-002-2,LOT-002-B,NDC-0006-5332-01,16,2,DEPOT-HH,In Transit,2025-08-07,1814,1338,149,30511
SHP-002-2,LOT-002-B,NDC-0006-5333-01,12,3,DEPOT-HH,Delivered,2025-08-08,2262,895,148,28187
SHP-025-1,LOT-025-A,NDC-0006-5331-01,36,1,DEPOT-HH,Delivered,2025-08-02,1507,1420,372,56044
SHP-029-1,LOT-029-A,NDC-0006-5332-01,34,2,DEPOT-TYO,Quarantined,2025-07-25,1622,999,270,56417
SHP-012-1,LOT-012-A,NDC-0006-5332-01,26,2,DEPOT-HH,In Transit,2025-07-17,1622,1139,361,43672
SHP-032-3,LOT-032-C,NDC-0006-5333-01,25,3,DEPOT-HH,Quarantined,2025-09-30,2262,694,185,57429
SHP-012-3,LOT-012-C,NDC-0006-5333-01,10,3,DEPOT-HH,Delivered,2025-10-05,2203,1189,217,23436
SHP-021-2,LOT-021-B,NDC-0006-5331-01,11,1,DEPOT-NJ,In Transit,2025-08-19,1507,1456,272,18305
SHP-005-2,LOT-005-B,NDC-0006-5332-01,16,2,DEPOT-NJ,Delivered,2025-08-08,1701,961,234,28411
SHP-010-3,LOT-010-C,NDC-0006-5333-01,30,3,DEPOT-TYO,Quarantined,2025-10-07,2262,1013,260,69133
SHP-002-2,LOT-002-B,NDC-0006-5332-01,16,2,DEPOT-HH,Delivered,2025-07-17,1814,720,355,30099
SHP-027-2,LOT-027-B,NDC-0006-5332-01,12,2,DEPOT-HH,Delivered,2025-07-30,1814,1051,289,23108
SHP-050-3,LOT-050-C,NDC-0006-5333-01,36,3,DEPOT-HH,Delivered,2025-10-07,2262,1241,344,83017
SHP-051-1,LOT-051-A,NDC-0006-5333-01,25,3,DEPOT-HH,Delivered,2025-08-03,2312,1016,131,58947
SHP-015-1,LOT-015-A,NDC-0006-5333-01,17,3,DEPOT-NJ,Quarantined,2025-07-30,2312,1084,128,40516
SHP-013-2,LOT-013-B,NDC-0006-5331-01,14,1,DEPOT-BLR,Quarantined,2025-07-24,1416,1491,316,21631
SHP-011-1,LOT-011-A,NDC-0006-5333-01,23,3,DEPOT-NJ,Delivered,2025-07-13,2203,549,395,51613
SHP-004-3,LOT-004-C,NDC-0006-5332-01,25,2,DEPOT-HH,Delivered,2025-09-26,1622,1235,109,41894
SHP-029-1,LOT-029-A,NDC-0006-5332-01,34,2,DEPOT-TYO,Quarantined,2025-07-25,1814,670,341,62687
SHP-017-1,LOT-017-A,NDC-0006-5332-01,37,2,DEPOT-HH,Quarantined,2025-07-07,1814,983,223,68324
SHP-003-3,LOT-003-C,NDC-0006-5332-01,28,2,DEPOT-BLR,Quarantined,2025-10-01,1701,1354,375,49357
SHP-057-3,LOT-057-C,NDC-0006-5333-01,25,3,DEPOT-HH,Quarantined,2025-10-09,2203,1031,233,56339
SHP-012-2,LOT-012-B,NDC-0006-5331-01,12,1,DEPOT-HH,Quarantined,2025-08-02,1507,1426,125,19635
SHP-041-2,LOT-041-B,NDC-0006-5332-01,15,2,DEPOT-NJ,In Transit,2025-08-18,1814,1262,139,28611
SHP-006-1,LOT-006-A,NDC-0006-5333-01,27,3,DEPOT-HH,Delivered,2025-07-21,2312,1496,371,64291
SHP-011-1,LOT-011-A,NDC-0006-5332-01,33,2,DEPOT-NJ,Delivered,2025-07-13,1701,855,304,57292
SHP-035-3,LOT-035-C,NDC-0006-5332-01,32,2,DEPOT-HH,Delivered,2025-09-17,1814,1183,132,59363
SHP-022-1,LOT-022-A,NDC-0006-5333-01,33,3,DEPOT-NJ,Delivered,2025-07-21,2262,1414,345,76405
SHP-049-1,LOT-049-A,NDC-0006-5331-01,18,1,DEPOT-NJ,Quarantined,2025-07-27,1416,658,147,26293
SHP-027-1,LOT-027-A,NDC-0006-5333-01,29,3,DEPOT-HH,Quarantined,2025-07-07,2203,1075,372,65334
SHP-059-3,LOT-059-C,NDC-0006-5333-01,26,3,DEPOT-HH,Quarantined,2025-09-22,2203,1416,280,58974
SHP-012-3,LOT-012-C,NDC-0006-5331-01,14,1,DEPOT-HH,Delivered,2025-10-05,1510,1244,386,22770
SHP-044-1,LOT-044-A,NDC-0006-5332-01,31,2,DEPOT-NJ,Delivered,2025-07-03,1814,1396,366,57996
SHP-023-2,LOT-023-B,NDC-0006-5333-01,11,3,DEPOT-HH,In Transit,2025-08-05,2312,1312,276,27020
SHP-047-1,LOT-047-A,NDC-0006-5332-01,30,2,DEPOT-TYO,Quarantined,2025-07-11,1701,1437,369,52836
SHP-034-1,LOT-034-A,NDC-0006-5333-01,34,3,DEPOT-HH,Quarantined,2025-07-21,2312,617,396,79621
SHP-030-2,LOT-030-B,NDC-0006-5333-01,15,3,DEPOT-HH,Delivered,2025-07-31,2262,719,105,34754
SHP-053-2,LOT-053-B,NDC-0006-5331-01,10,1,DEPOT-HH,Delivered,2025-08-19,1507,616,392,16078
SHP-032-1,LOT-032-A,NDC-0006-5332-01,28,2,DEPOT-HH,Quarantined,2025-07-23,1622,1214,282,46912
SHP-010-1,LOT-010-A,NDC-0006-5333-01,27,3,DEPOT-TYO,Quarantined,2025-08-01,2262,875,250,62199
SHP-018-2,LOT-018-B,NDC-0006-5333-01,17,3,DEPOT-TYO,Delivered,2025-08-01,2203,1332,333,39116
SHP-020-3,LOT-020-C,NDC-0006-5333-01,25,3,DEPOT-HH,Quarantined,2025-10-07,2262,865,207,57622
SHP-028-2,LOT-028-B,NDC-0006-5331-01,17,1,DEPOT-TYO,Delivered,2025-08-01,1416,552,270,24894
SHP-011-3,LOT-011-C,NDC-0006-5331-01,27,1,DEPOT-NJ,Delivered,2025-10-04,1416,572,160,38964
SHP-058-1,LOT-058-A,NDC-0006-5331-01,39,1,DEPOT-HH,Quarantined,2025-07-18,1507,636,168,59577
SHP-008-2,LOT-008-B,NDC-0006-5332-01,15,2,DEPOT-NJ,Quarantined,2025-07-29,1701,1127,133,26775
SHP-044-2,LOT-044-B,NDC-0006-5331-01,23,1,DEPOT-NJ,Delivered,2025-08-01,1416,1068,169,33805
SHP-054-2,LOT-054-B,NDC-0006-5331-01,13,1,DEPOT-NJ,Quarantined,2025-08-15,1510,691,251,20572
SHP-060-3,LOT-060-C,NDC-0006-5333-01,33,3,DEPOT-NJ,Delivered,2025-09-21,2312,1446,378,78120
SHP-017-3,LOT-017-C,NDC-0006-5333-01,26,3,DEPOT-HH,Quarantined,2025-09-07,2312,536,145,60793
SHP-050-3,LOT-050-C,NDC-0006-5331-01,26,1,DEPOT-HH,Quarantined,2025-09-02,1510,1117,235,40612
SHP-022-3,LOT-022-C,NDC-0006-5333-01,27,3,DEPOT-NJ,In Transit,2025-10-10,2262,1218,203,62495
SHP-060-2,LOT-060-B,NDC-0006-5333-01,19,3,DEPOT-NJ,Quarantined,2025-08-10,2262,924,248,44150
SHP-010-1,LOT-010-A,NDC-0006-5333-01,27,3,DEPOT-TYO,Quarantined,2025-07-15,2203,1113,208,60802
SHP-048-3,LOT-048-C,NDC-0006-5332-01,27,2,DEPOT-NJ,Delivered,2025-09-29,1814,581,290,49849
SHP-034-1,LOT-034-A,NDC-0006-5332-01,27,2,DEPOT-HH,Quarantined,2025-06-15,1701,889,322,47138
SHP-026-2,LOT-026-B,NDC-0006-5333-01,22,3,DEPOT-HH,Delivered,2025-08-06,2312,581,201,51646
SHP-014-1,LOT-014-A,NDC-0006-5333-01,36,3,DEPOT-HH,Quarantined,2025-07-10,2262,1213,219,82864
SHP-052-3,LOT-052-C,NDC-0006-5333-01,28,3,DEPOT-NJ,Quarantined,2025-10-09,2262,1453,320,65109
SHP-034-2,LOT-034-B,NDC-0006-5331-01,17,1,DEPOT-HH,Delivered,2025-07-28,1416,689,219,24980
SHP-030-3,LOT-030-C,NDC-0006-5332-01,35,2,DEPOT-HH,Delivered,2025-09-18,1814,1340,118,64948
SHP-003-2,LOT-003-B,NDC-0006-5333-01,13,3,DEPOT-BLR,In Transit,2025-08-04,2203,1344,152,30135
SHP-052-2,LOT-052-B,NDC-0006-5332-01,16,2,DEPOT-NJ,In Transit,2025-08-02,1701,1182,202,28600
SHP-029-3,LOT-029-C,NDC-0006-5332-01,37,2,DEPOT-TYO,Quarantined,2025-10-16,1814,1349,307,68774
SHP-042-3,LOT-042-C,NDC-0006-5333-01,37,3,DEPOT-NJ,Quarantined,2025-09-26,2262,1241,129,85064
SHP-017-2,LOT-017-B,NDC-0006-5333-01,18,3,DEPOT-HH,Quarantined,2025-07-31,2203,932,357,40943
SHP-037-1,LOT-037-A,NDC-0006-5333-01,37,3,DEPOT-BLR,Quarantined,2025-07-13,2203,1174,309,82994
SHP-047-1,LOT-047-A,NDC-0006-5332-01,30,2,DEPOT-TYO,Delivered,2025-08-02,1622,1379,172,50211
SHP-003-1,LOT-003-A,NDC-0006-5332-01,35,2,DEPOT-BLR,Quarantined,2025-07-18,1701,1009,271,60815
SHP-025-2,LOT-025-B,NDC-0006-5333-01,17,3,DEPOT-HH,Delivered,2025-07-31,2262,1045,193,39692
SHP-028-1,LOT-028-A,NDC-0006-5332-01,32,2,DEPOT-TYO,Quarantined,2025-07-20,1814,1397,387,59832
SHP-058-3,LOT-058-C,NDC-0006-5331-01,35,1,DEPOT-HH,In Transit,2025-09-28,1416,1481,190,51231
SHP-058-1,LOT-058-A,NDC-0006-5331-01,39,1,DEPOT-HH,Delivered,2025-07-15,1510,1463,106,60459
SHP-023-1,LOT-023-A,NDC-0006-5333-01,23,3,DEPOT-HH,Quarantined,2025-07-17,2312,1318,238,54732
SHP-003-2,LOT-003-B,NDC-0006-5333-01,13,3,DEPOT-BLR,Delivered,2025-07-06,2312,707,311,31074
