gm_id,movement_type,lot_id,qty,ref_shipment_id,posting_dt
GM-IN-INB-00126,101,LOT-020-C,32,INB-00126,2025-04-14
GM-IN-INB-00126,101,LOT-020-C,32,INB-00126,2025-05-21
GM-IN-INB-00127,101,LOT-023-A,44,INB-00127,2025-04-19
GM-IN-INB-00127,101,LOT-023-A,44,INB-00127,2025-05-01
GM-IN-INB-00127,101,LOT-023-A,44,INB-00127,2025-05-19
GM-IN-INB-00128,101,LOT-023-A,53,INB-00128,2025-04-26
GM-IN-INB-00128,101,LOT-023-A,53,INB-00128,2025-04-07
GM-IN-INB-00128,101,LOT-023-A,53,INB-00128,2025-04-09
GM-IN-INB-00129,101,LOT-023-A,29,INB-00129,2025-04-24
GM-IN-INB-00129,101,LOT-023-A,29,INB-00129,2025-04-20
GM-IN-INB-00129,101,LOT-023-A,29,INB-00129,2025-04-11
GM-IN-INB-00130,101,LOT-023-B,17,INB-00130,2025-05-27
GM-IN-INB-00130,101,LOT-023-B,17,INB-00130,2025-04-10
GM-IN-INB-00130,101,LOT-023-B,17,INB-00130,2025-05-20
GM-IN-INB-00131,101,LOT-023-B,31,INB-00131,2025-05-04
GM-IN-INB-00131,101,LOT-023-B,31,INB-00131,2025-05-13
GM-IN-INB-00131,101,LOT-023-B,31,INB-00131,2025-05-10
GM-IN-INB-00132,101,LOT-023-B,17,INB-00132,2025-05-28
GM-IN-INB-00132,101,LOT-023-B,17,INB-00132,2025-04-18
GM-IN-INB-00132,101,LOT-023-B,17,INB-00132,2025-05-17
GM-IN-INB-00133,101,LOT-023-C,45,INB-00133,2025-05-08
GM-IN-INB-00133,101,LOT-023-C,45,INB-00133,2025-04-22
GM-IN-INB-00133,101,LOT-023-C,45,INB-00133,2025-04-10
GM-IN-INB-00134,101,LOT-023-C,37,INB-00134,2025-05-23
GM-IN-INB-00134,101,LOT-023-C,37,INB-00134,2025-04-09
GM-IN-INB-00134,101,LOT-023-C,37,INB-00134,2025-05-27
GM-IN-INB-00135,101,LOT-023-C,51,INB-00135,2025-04-25
GM-IN-INB-00135,101,LOT-023-C,51,INB-00135,2025-04-28
GM-IN-INB-00135,101,LOT-023-C,51,INB-00135,2025-05-19
GM-IN-INB-00136,101,LOT-024-A,52,INB-00136,2025-05-15
GM-IN-INB-00136,101,LOT-024-A,52,INB-00136,2025-05-05
GM-IN-INB-00136,101,LOT-024-A,52,INB-00136,2025-04-09
GM-IN-INB-00137,101,LOT-024-A,42,INB-00137,2025-05-25
GM-IN-INB-00137,101,LOT-024-A,42,INB-00137,2025-04-19
GM-IN-INB-00137,101,LOT-024-A,42,INB-00137,2025-04-01
GM-IN-INB-00138,101,LOT-024-A,43,INB-00138,2025-04-07
GM-IN-INB-00138,101,LOT-024-A,43,INB-00138,2025-04-28
GM-IN-INB-00138,101,LOT-024-A,43,INB-00138,2025-04-11
GM-IN-INB-00139,101,LOT-024-B,18,INB-00139,2025-05-27
GM-IN-INB-00139,101,LOT-024-B,18,INB-00139,2025-04-15
GM-IN-INB-00139,101,LOT-024-B,18,INB-00139,2025-04-10
GM-IN-INB-00140,101,LOT-024-B,17,INB-00140,2025-04-02
GM-IN-INB-00140,101,LOT-024-B,17,INB-00140,2025-04-15
GM-IN-INB-00140,101,LOT-024-B,17,INB-00140,2025-05-23
GM-IN-INB-00141,101,LOT-024-B,25,INB-00141,2025-04-03
GM-IN-INB-00141,101,LOT-024-B,25,INB-00141,2025-05-16
GM-IN-INB-00141,101,LOT-024-B,25,INB-00141,2025-05-06
GM-IN-INB-00142,101,LOT-024-C,55,INB-00142,2025-04-28
GM-IN-INB-00142,101,LOT-024-C,55,INB-00142,2025-04-15
GM-IN-INB-00142,101,LOT-024-C,55,INB-00142,2025-04-23
GM-IN-INB-00143,101,LOT-024-C,30,INB-00143,2025-05-05
GM-IN-INB-00143,101,LOT-024-C,30,INB-00143,2025-05-03
GM-IN-INB-00143,101,LOT-024-C,30,INB-00143,2025-04-07
GM-IN-INB-00144,101,LOT-024-C,45,INB-00144,2025-04-20
GM-IN-INB-00144,101,LOT-024-C,45,INB-00144,2025-04-25
GM-IN-INB-00144,101,LOT-024-C,45,INB-00144,2025-05-27
GM-IN-INB-00145,101,LOT-025-A,53,INB-00145,2025-04-20
GM-IN-INB-00145,101,LOT-025-A,53,INB-00145,2025-05-21
GM-IN-INB-00145,101,LOT-025-A,53,INB-00145,2025-05-02
GM-IN-INB-00146,101,LOT-025-A,31,INB-00146,2025-05-21
GM-IN-INB-00146,101,LOT-025-A,31,INB-00146,2025-05-01
GM-IN-INB-00146,101,LOT-025-A,31,INB-00146,2025-05-23
GM-IN-INB-00147,101,LOT-025-A,48,INB-00147,2025-04-23
GM-IN-INB-00147,101,LOT-025-A,48,INB-00147,2025-05-30
GM-IN-INB-00147,101,LOT-025-A,48,INB-00147,2025-04-03
GM-IN-INB-00148,101,LOT-025-B,13,INB-00148,2025-05-17
GM-IN-INB-00148,101,LOT-025-B,13,INB-00148,2025-04-13
GM-IN-INB-00148,101,LOT-025-B,13,INB-00148,2025-05-04
GM-IN-INB-00149,101,LOT-025-B,23,INB-00149,2025-05-07
GM-IN-INB-00149,101,LOT-025-B,23,INB-00149,2025-05-20
GM-IN-INB-00149,101,LOT-025-B,23,INB-00149,2025-05-23
GM-IN-INB-00150,101,LOT-025-B,22,INB-00150,2025-05-22
GM-IN-INB-00150,101,LOT-025-B,22,INB-00150,2025-04-23
GM-IN-INB-00150,101,LOT-025-B,22,INB-00150,2025-04-02
GM-IN-INB-00151,101,LOT-025-C,47,INB-00151,2025-05-29
GM-IN-INB-00151,101,LOT-025-C,47,INB-00151,2025-04-20
GM-IN-INB-00151,101,LOT-025-C,47,INB-00151,2025-05-22
GM-IN-INB-00152,101,LOT-025-C,30,INB-00152,2025-04-21
GM-IN-INB-00152,101,LOT-025-C,30,INB-00152,2025-05-26
GM-IN-INB-00152,101,LOT-025-C,30,INB-00152,2025-04-15
GM-IN-INB-00153,101,LOT-025-C,38,INB-00153,2025-05-10
GM-IN-INB-00153,101,LOT-025-C,38,INB-00153,2025-04-02
GM-IN-INB-00153,101,LOT-025-C,38,INB-00153,2025-05-26
GM-IN-INB-00154,101,LOT-026-A,42,INB-00154,2025-04-03
GM-IN-INB-00154,101,LOT-026-A,42,INB-00154,2025-05-21
GM-IN-INB-00154,101,LOT-026-A,42,INB-00154,2025-05-25
GM-IN-INB-00155,101,LOT-026-A,45,INB-00155,2025-05-12
GM-IN-INB-00155,101,LOT-026-A,45,INB-00155,2025-04-29
GM-IN-INB-00155,101,LOT-026-A,45,INB-00155,2025-05-01
GM-IN-INB-00156,101,LOT-026-A,50,INB-00156,2025-05-21
GM-IN-INB-00156,101,LOT-026-A,50,INB-00156,2025-04-01
GM-IN-INB-00156,101,LOT-026-A,50,INB-00156,2025-04-16
GM-IN-INB-00157,101,LOT-026-B,11,INB-00157,2025-04-11
GM-IN-INB-00157,101,LOT-026-B,11,INB-00157,2025-04-15
GM-IN-INB-00157,101,LOT-026-B,11,INB-00157,2025-05-04
GM-IN-INB-00158,101,LOT-026-B,14,INB-00158,2025-04-13
GM-IN-INB-00158,101,LOT-026-B,14,INB-00158,2025-05-05
GM-IN-INB-00158,101,LOT-026-B,14,INB-00158,2025-04-26
GM-IN-INB-00159,101,LOT-026-B,33,INB-00159,2025-05-23
GM-IN-INB-00159,101,LOT-026-B,33,INB-00159,2025-04-16
GM-IN-INB-00159,101,LOT-026-B,33,INB-00159,2025-04-14
GM-IN-INB-00160,101,LOT-026-C,45,INB-00160,2025-04-15
GM-IN-INB-00160,101,LOT-026-C,45,INB-00160,2025-05-25
GM-IN-INB-00160,101,LOT-026-C,45,INB-00160,2025-04-16
GM-IN-INB-00161,101,LOT-026-C,28,INB-00161,2025-05-16
GM-IN-INB-00161,101,LOT-026-C,28,INB-00161,2025-04-30
GM-IN-INB-00161,101,LOT-026-C,28,INB-00161,2025-04-26
GM-IN-INB-00162,101,LOT-026-C,45,INB-00162,2025-05-12
GM-IN-INB-00162,101,LOT-026-C,45,INB-00162,2025-05-04
GM-IN-INB-00162,101,LOT-026-C,45,INB-00162,2025-04-02
GM-IN-INB-00163,101,LOT-027-A,44,INB-00163,2025-04-17
GM-IN-INB-00163,101,LOT-027-A,44,INB-00163,2025-05-09
GM-IN-INB-00163,101,LOT-027-A,44,INB-00163,2025-04-18
GM-IN-INB-00164,101,LOT-027-A,45,INB-00164,2025-04-05
GM-IN-INB-00164,101,LOT-027-A,45,INB-00164,2025-05-25
GM-IN-INB-00164,101,LOT-027-A,45,INB-00164,2025-05-15
GM-IN-INB-00165,101,LOT-027-A,37,INB-00165,2025-04-11
GM-IN-INB-00165,101,LOT-027-A,37,INB-00165,2025-04-20
GM-IN-INB-00165,101,LOT-027-A,37,INB-00165,2025-05-10
GM-IN-INB-00166,101,LOT-027-B,31,INB-00166,2025-05-04
GM-IN-INB-00166,101,LOT-027-B,31,INB-00166,2025-05-09
GM-IN-INB-00166,101,LOT-027-B,31,INB-00166,2025-04-06
GM-IN-INB-00167,101,LOT-027-B,20,INB-00167,2025-05-20
GM-IN-INB-00167,101,LOT-027-B,20,INB-00167,2025-05-03
GM-IN-INB-00167,101,LOT-027-B,20,INB-00167,2025-05-07
GM-IN-INB-00168,101,LOT-027-B,15,INB-00168,2025-05-02
GM-IN-INB-00168,101,LOT-027-B,15,INB-00168,2025-04-12
GM-IN-INB-00168,101,LOT-027-B,15,INB-00168,2025-04-06
GM-IN-INB-00169,101,LOT-027-C,45,INB-00169,2025-05-20
GM-IN-INB-00169,101,LOT-027-C,45,INB-00169,2025-04-07
GM-IN-INB-00169,101,LOT-027-C,45,INB-00169,2025-04-13
GM-IN-INB-00170,101,LOT-027-C,33,INB-00170,2025-05-25
GM-IN-INB-00170,101,LOT-027-C,33,INB-00170,2025-05-01
GM-IN-INB-00170,101,LOT-027-C,33,INB-00170,2025-05-11
GM-IN-INB-00171,101,LOT-027-C,42,INB-00171,2025-05-25
GM-IN-INB-00171,101,LOT-027-C,42,INB-00171,2025-04-10
GM-IN-INB-00171,101,LOT-027-C,42,INB-00171,2025-04-15
GM-IN-INB-00172,101,LOT-030-A,50,INB-00172,2025-05-07
GM-IN-INB-00172,101,LOT-030-A,50,INB-00172,2025-04-06
GM-IN-INB-00172,101,LOT-030-A,50,INB-00172,2025-04-08
GM-IN-INB-00173,101,LOT-030-A,42,INB-00173,2025-05-08
GM-IN-INB-00173,101,LOT-030-A,42,INB-00173,2025-05-26
GM-IN-INB-00173,101,LOT-030-A,42,INB-00173,2025-05-03
GM-IN-INB-00174,101,LOT-030-A,51,INB-00174,2025-04-08
GM-IN-INB-00174,101,LOT-030-A,51,INB-00174,2025-04-28
GM-IN-INB-00174,101,LOT-030-A,51,INB-00174,2025-04-13
GM-IN-INB-00175,101,LOT-030-B,24,INB-00175,2025-04-01
GM-IN-INB-00175,101,LOT-030-B,24,INB-00175,2025-05-20
GM-IN-INB-00175,101,LOT-030-B,24,INB-00175,2025-04-15
GM-IN-INB-00176,101,LOT-030-B,15,INB-00176,2025-05-11
GM-IN-INB-00176,101,LOT-030-B,15,INB-00176,2025-05-23
GM-IN-INB-00176,101,LOT-030-B,15,INB-00176,2025-05-09
GM-IN-INB-00177,101,LOT-030-B,22,INB-00177,2025-05-13
GM-IN-INB-00177,101,LOT-030-B,22,INB-00177,2025-04-30
GM-IN-INB-00177,101,LOT-030-B,22,INB-00177,2025-04-07
GM-IN-INB-00178,101,LOT-030-C,30,INB-00178,2025-04-02
GM-IN-INB-00178,101,LOT-030-C,30,INB-00178,2025-05-04
GM-IN-INB-00178,101,LOT-030-C,30,INB-00178,2025-05-10
GM-IN-INB-00179,101,LOT-030-C,49,INB-00179,2025-05-01
GM-IN-INB-00179,101,LOT-030-C,49,INB-00179,2025-04-22
GM-IN-INB-00179,101,LOT-030-C,49,INB-00179,2025-05-03
GM-IN-INB-00180,101,LOT-030-C,44,INB-00180,2025-05-26
GM-IN-INB-00180,101,LOT-030-C,44,INB-00180,2025-04-21
GM-IN-INB-00180,101,LOT-030-C,44,INB-00180,2025-05-23
GM-IN-INB-00181,101,LOT-032-A,45,INB-00181,2025-04-29
GM-IN-INB-00181,101,LOT-032-A,45,INB-00181,2025-04-24
GM-IN-INB-00181,101,LOT-032-A,45,INB-00181,2025-05-29
GM-IN-INB-00182,101,LOT-032-A,36,INB-00182,2025-04-02
GM-IN-INB-00182,101,LOT-032-A,36,INB-00182,2025-05-28
GM-IN-INB-00182,101,LOT-032-A,36,INB-00182,2025-05-10
GM-IN-INB-00183,101,LOT-032-A,40,INB-00183,2025-04-24
GM-IN-INB-00183,101,LOT-032-A,40,INB-00183,2025-05-24
GM-IN-INB-00183,101,LOT-032-A,40,INB-00183,2025-05-24
GM-IN-INB-00184,101,LOT-032-B,18,INB-00184,2025-04-13
GM-IN-INB-00184,101,LOT-032-B,18,INB-00184,2025-04-27
GM-IN-INB-00184,101,LOT-032-B,18,INB-00184,2025-04-16
GM-IN-INB-00185,101,LOT-032-B,19,INB-00185,2025-04-09
GM-IN-INB-00185,101,LOT-032-B,19,INB-00185,2025-04-25
GM-IN-INB-00185,101,LOT-032-B,19,INB-00185,2025-04-16
GM-IN-INB-00186,101,LOT-032-B,30,INB-00186,2025-04-01
GM-IN-INB-00186,101,LOT-032-B,30,INB-00186,2025-04-05
GM-IN-INB-00186,101,LOT-032-B,30,INB-00186,2025-05-30
GM-IN-INB-00187,101,LOT-032-C,49,INB-00187,2025-04-29
GM-IN-INB-00187,101,LOT-032-C,49,INB-00187,2025-04-28
GM-IN-INB-00187,101,LOT-032-C,49,INB-00187,2025-04-22
GM-IN-INB-00188,101,LOT-032-C,45,INB-00188,2025-05-23
GM-IN-INB-00188,101,LOT-032-C,45,INB-00188,2025-05-24
GM-IN-INB-00188,101,LOT-032-C,45,INB-00188,2025-04-02
GM-IN-INB-00189,101,LOT-032-C,37,INB-00189,2025-05-04
GM-IN-INB-00189,101,LOT-032-C,37,INB-00189,2025-05-17
GM-IN-INB-00189,101,LOT-032-C,37,INB-00189,2025-05-28
GM-IN-INB-00190,101,LOT-034-A,53,INB-00190,2025-04-16
GM-IN-INB-00190,101,LOT-034-A,53,INB-00190,2025-04-18
GM-IN-INB-00190,101,LOT-034-A,53,INB-00190,2025-05-28
GM-IN-INB-00191,101,LOT-034-A,43,INB-00191,2025-04-13
GM-IN-INB-00191,101,LOT-034-A,43,INB-00191,2025-04-02
GM-IN-INB-00191,101,LOT-034-A,43,INB-00191,2025-05-14
GM-IN-INB-00192,101,LOT-034-A,42,INB-00192,2025-05-09
GM-IN-INB-00192,101,LOT-034-A,42,INB-00192,2025-05-03
GM-IN-INB-00192,101,LOT-034-A,42,INB-00192,2025-05-09
GM-IN-INB-00193,101,LOT-034-B,22,INB-00193,2025-04-21
GM-IN-INB-00193,101,LOT-034-B,22,INB-00193,2025-05-05
GM-IN-INB-00193,101,LOT-034-B,22,INB-00193,2025-05-03
GM-IN-INB-00194,101,LOT-034-B,16,INB-00194,2025-05-01
GM-IN-INB-00194,101,LOT-034-B,16,INB-00194,2025-05-06
GM-IN-INB-00194,101,LOT-034-B,16,INB-00194,2025-04-01
GM-IN-INB-00195,101,LOT-034-B,23,INB-00195,2025-05-18
GM-IN-INB-00195,101,LOT-034-B,23,INB-00195,2025-05-13
GM-IN-INB-00195,101,LOT-034-B,23,INB-00195,2025-04-20
GM-IN-INB-00196,101,LOT-034-C,39,INB-00196,2025-04-26
GM-IN-INB-00196,101,LOT-034-C,39,INB-00196,2025-05-23
GM-IN-INB-00196,101,LOT-034-C,39,INB-00196,2025-05-09
GM-IN-INB-00197,101,LOT-034-C,33,INB-00197,2025-04-24
GM-IN-INB-00197,101,LOT-034-C,33,INB-00197,2025-04-01
GM-IN-INB-00197,101,LOT-034-C,33,INB-00197,2025-04-07
GM-IN-INB-00198,101,LOT-034-C,41,INB-00198,2025-05-29
GM-IN-INB-00198,101,LOT-034-C,41,INB-00198,2025-04-14
GM-IN-INB-00198,101,LOT-034-C,41,INB-00198,2025-04-22
GM-IN-INB-00199,101,LOT-035-A,35,INB-00199,2025-04-28
GM-IN-INB-00199,101,LOT-035-A,35,INB-00199,2025-05-23
GM-IN-INB-00199,101,LOT-035-A,35,INB-00199,2025-05-10
GM-IN-INB-00200,101,LOT-035-A,53,INB-00200,2025-05-02
GM-IN-INB-00200,101,LOT-035-A,53,INB-00200,2025-04-05
GM-IN-INB-00200,101,LOT-035-A,53,INB-00200,2025-04-18
GM-IN-INB-00201,101,LOT-035-A,52,INB-00201,2025-04-15
GM-IN-INB-00201,101,LOT-035-A,52,INB-00201,2025-04-11
GM-IN-INB-00201,101,LOT-035-A,52,INB-00201,2025-05-15
GM-IN-INB-00202,101,LOT-035-B,23,INB-00202,2025-04-29
GM-IN-INB-00202,101,LOT-035-B,23,INB-00202,2025-04-17
GM-IN-INB-00202,101,LOT-035-B,23,INB-00202,2025-05-22
GM-IN-INB-00203,101,LOT-035-B,24,INB-00203,2025-04-12
GM-IN-INB-00203,101,LOT-035-B,24,INB-00203,2025-05-26
GM-IN-INB-00203,101,LOT-035-B,24,INB-00203,2025-05-03
GM-IN-INB-00204,101,LOT-035-B,15,INB-00204,2025-04-12
GM-IN-INB-00204,101,LOT-035-B,15,INB-00204,2025-05-02
GM-IN-INB-00204,101,LOT-035-B,15,INB-00204,2025-05-07
GM-IN-INB-00205,101,LOT-035-C,36,INB-00205,2025-04-25
GM-IN-INB-00205,101,LOT-035-C,36,INB-00205,2025-04-20
GM-IN-INB-00205,101,LOT-035-C,36,INB-00205,2025-04-30
GM-IN-INB-00206,101,LOT-035-C,50,INB-00206,2025-04-08
GM-IN-INB-00206,101,LOT-035-C,50,INB-00206,2025-05-13
GM-IN-INB-00206,101,LOT-035-C,50,INB-00206,2025-05-20
GM-IN-INB-00207,101,LOT-035-C,44,INB-00207,2025-05-26
GM-IN-INB-00207,101,LOT-035-C,44,INB-00207,2025-04-10
GM-IN-INB-00207,101,LOT-035-C,44,INB-00207,2025-04-02
GM-IN-INB-00208,101,LOT-036-A,32,INB-00208,2025-04-26
GM-IN-INB-00208,101,LOT-036-A,32,INB-00208,2025-04-20
GM-IN-INB-00208,101,LOT-036-A,32,INB-00208,2025-05-01
GM-IN-INB-00209,101,LOT-036-A,50,INB-00209,2025-04-28
GM-IN-INB-00209,101,LOT-036-A,50,INB-00209,2025-04-03
GM-IN-INB-00209,101,LOT-036-A,50,INB-00209,2025-04-20
GM-IN-INB-00210,101,LOT-036-A,49,INB-00210,2025-05-13
GM-IN-INB-00210,101,LOT-036-A,49,INB-00210,2025-05-07
GM-IN-INB-00210,101,LOT-036-A,49,INB-00210,2025-05-29
GM-IN-INB-00211,101,LOT-036-B,21,INB-00211,2025-05-21
GM-IN-INB-00211,101,LOT-036-B,21,INB-00211,2025-05-28
GM-IN-INB-00211,101,LOT-036-B,21,INB-00211,2025-04-26
GM-IN-INB-00212,101,LOT-036-B,25,INB-00212,2025-04-28
GM-IN-INB-00212,101,LOT-036-B,25,INB-00212,2025-04-06
GM-IN-INB-00212,101,LOT-036-B,25,INB-00212,2025-04-26
GM-IN-INB-00213,101,LOT-036-B,17,INB-00213,2025-05-24
GM-IN-INB-00213,101,LOT-036-B,17,INB-00213,2025-05-26
GM-IN-INB-00213,101,LOT-036-B,17,INB-00213,2025-04-30
GM-IN-INB-00214,101,LOT-036-C,42,INB-00214,2025-04-25
GM-IN-INB-00214,101,LOT-036-C,42,INB-00214,2025-05-09
GM-IN-INB-00214,101,LOT-036-C,42,INB-00214,2025-04-02
GM-IN-INB-00215,101,LOT-036-C,38,INB-00215,2025-05-26
GM-IN-INB-00215,101,LOT-036-C,38,INB-00215,2025-05-09
GM-IN-INB-00215,101,LOT-036-C,38,INB-00215,2025-05-03
GM-IN-INB-00216,101,LOT-036-C,33,INB-00216,2025-05-28
GM-IN-INB-00216,101,LOT-036-C,33,INB-00216,2025-05-30
GM-IN-INB-00216,101,LOT-036-C,33,INB-00216,2025-05-11
GM-IN-INB-00217,101,LOT-040-A,53,INB-00217,2025-04-19
GM-IN-INB-00217,101,LOT-040-A,53,INB-00217,2025-04-19
GM-IN-INB-00217,101,LOT-040-A,53,INB-00217,2025-05-02
GM-IN-INB-00218,101,LOT-040-A,42,INB-00218,2025-05-11
GM-IN-INB-00218,101,LOT-040-A,42,INB-00218,2025-04-06
GM-IN-INB-00218,101,LOT-040-A,42,INB-00218,2025-04-06
GM-IN-INB-00219,101,LOT-040-A,50,INB-00219,2025-05-07
GM-IN-INB-00219,101,LOT-040-A,50,INB-00219,2025-05-30
GM-IN-INB-00219,101,LOT-040-A,50,INB-00219,2025-05-19
GM-IN-INB-00220,101,LOT-040-B,22,INB-00220,2025-04-04
GM-IN-INB-00220,101,LOT-040-B,22,INB-00220,2025-04-06
GM-IN-INB-00220,101,LOT-040-B,22,INB-00220,2025-04-04
GM-IN-INB-00221,101,LOT-040-B,26,INB-00221,2025-05-19
GM-IN-INB-00221,101,LOT-040-B,26,INB-00221,2025-04-25
GM-IN-INB-00221,101,LOT-040-B,26,INB-00221,2025-04-06
GM-IN-INB-00222,101,LOT-040-B,15,INB-00222,2025-04-13
GM-IN-INB-00222,101,LOT-040-B,15,INB-00222,2025-04-05
GM-IN-INB-00222,101,LOT-040-B,15,INB-00222,2025-05-04
GM-IN-INB-00223,101,LOT-040-C,32,INB-00223,2025-04-05
GM-IN-INB-00223,101,LOT-040-C,32,INB-00223,2025-05-24
GM-IN-INB-00223,101,LOT-040-C,32,INB-00223,2025-05-05
GM-IN-INB-00224,101,LOT-040-C,40,INB-00224,2025-04-28
GM-IN-INB-00224,101,LOT-040-C,40,INB-00224,2025-05-27
GM-IN-INB-00224,101,LOT-040-C,40,INB-00224,2025-05-14
GM-IN-INB-00225,101,LOT-040-C,37,INB-00225,2025-05-10
GM-IN-INB-00225,101,LOT-040-C,37,INB-00225,2025-04-21
GM-IN-INB-00225,101,LOT-040-C,37,INB-00225,2025-04-28
GM-IN-INB-00226,101,LOT-043-A,56,INB-00226,2025-05-25
GM-IN-INB-00226,101,LOT-043-A,56,INB-00226,2025-05-01
GM-IN-INB-00226,101,LOT-043-A,56,INB-00226,2025-04-23
GM-IN-INB-00227,101,LOT-043-A,46,INB-00227,2025-04-03
GM-IN-INB-00227,101,LOT-043-A,46,INB-00227,2025-05-16
GM-IN-INB-00227,101,LOT-043-A,46,INB-00227,2025-04-18
GM-IN-INB-00228,101,LOT-043-A,40,INB-00228,2025-05-18
GM-IN-INB-00228,101,LOT-043-A,40,INB-00228,2025-04-27
GM-IN-INB-00228,101,LOT-043-A,40,INB-00228,2025-04-12
GM-IN-INB-00229,101,LOT-043-B,24,INB-00229,2025-04-10
GM-IN-INB-00229,101,LOT-043-B,24,INB-00229,2025-05-13
GM-IN-INB-00229,101,LOT-043-B,24,INB-00229,2025-04-30
GM-IN-INB-00230,101,LOT-043-B,24,INB-00230,2025-05-08
GM-IN-INB-00230,101,LOT-043-B,24,INB-00230,2025-04-26
GM-IN-INB-00230,101,LOT-043-B,24,INB-00230,2025-04-21
GM-IN-INB-00231,101,LOT-043-B,19,INB-00231,2025-05-15
GM-IN-INB-00231,101,LOT-043-B,19,INB-00231,2025-05-30
GM-IN-INB-00231,101,LOT-043-B,19,INB-00231,2025-04-06
GM-IN-INB-00232,101,LOT-043-C,37,INB-00232,2025-04-09
GM-IN-INB-00232,101,LOT-043-C,37,INB-00232,2025-04-10
GM-IN-INB-00232,101,LOT-043-C,37,INB-00232,2025-05-03
GM-IN-INB-00233,101,LOT-043-C,41,INB-00233,2025-04-14
GM-IN-INB-00233,101,LOT-043-C,41,INB-00233,2025-05-29
GM-IN-INB-00233,101,LOT-043-C,41,INB-00233,2025-04-27
GM-IN-INB-00234,101,LOT-043-C,52,INB-00234,2025-04-19
GM-IN-INB-00234,101,LOT-043-C,52,INB-00234,2025-04-16
GM-IN-INB-00234,101,LOT-043-C,52,INB-00234,2025-04-06
GM-IN-INB-00235,101,LOT-045-A,36,INB-00235,2025-04-07
GM-IN-INB-00235,101,LOT-045-A,36,INB-00235,2025-05-18
GM-IN-INB-00235,101,LOT-045-A,36,INB-00235,2025-04-28
GM-IN-INB-00236,101,LOT-045-A,45,INB-00236,2025-04-20
GM-IN-INB-00236,101,LOT-045-A,45,INB-00236,2025-05-14
GM-IN-INB-00236,101,LOT-045-A,45,INB-00236,2025-04-06
GM-IN-INB-00237,101,LOT-045-A,44,INB-00237,2025-04-26
GM-IN-INB-00237,101,LOT-045-A,44,INB-00237,2025-04-12
GM-IN-INB-00237,101,LOT-045-A,44,INB-00237,2025-04-13
GM-IN-INB-00238,101,LOT-045-B,17,INB-00238,2025-05-08
GM-IN-INB-00238,101,LOT-045-B,17,INB-00238,2025-04-17
GM-IN-INB-00238,101,LOT-045-B,17,INB-00238,2025-05-28
GM-IN-INB-00239,101,LOT-045-B,23,INB-00239,2025-04-17
GM-IN-INB-00239,101,LOT-045-B,23,INB-00239,2025-04-03
GM-IN-INB-00239,101,LOT-045-B,23,INB-00239,2025-04-14
GM-IN-INB-00240,101,LOT-045-B,23,INB-00240,2025-04-20
GM-IN-INB-00240,101,LOT-045-B,23,INB-00240,2025-05-10
GM-IN-INB-00240,101,LOT-045-B,23,INB-00240,2025-05-07
GM-IN-INB-00241,101,LOT-045-C,46,INB-00241,2025-05-21
GM-IN-INB-00241,101,LOT-045-C,46,INB-00241,2025-05-17
GM-IN-INB-00241,101,LOT-045-C,46,INB-00241,2025-05-19
GM-IN-INB-00242,101,LOT-045-C,32,INB-00242,2025-05-25
GM-IN-INB-00242,101,LOT-045-C,32,INB-00242,2025-05-18
GM-IN-INB-00242,101,LOT-045-C,32,INB-00242,2025-05-25
GM-IN-INB-00243,101,LOT-045-C,46,INB-00243,2025-04-28
GM-IN-INB-00243,101,LOT-045-C,46,INB-00243,2025-04-06
GM-IN-INB-00243,101,LOT-045-C,46,INB-00243,2025-05-16
GM-IN-INB-00244,101,LOT-046-A,44,INB-00244,2025-05-07
GM-IN-INB-00244,101,LOT-046-A,44,INB-00244,2025-04-30
GM-IN-INB-00244,101,LOT-046-A,44,INB-00244,2025-05-11
GM-IN-INB-00245,101,LOT-046-A,44,INB-00245,2025-04-13
GM-IN-INB-00245,101,LOT-046-A,44,INB-00245,2025-05-09
GM-IN-INB-00245,101,LOT-046-A,44,INB-00245,2025-05-27
GM-IN-INB-00246,101,LOT-046-A,33,INB-00246,2025-04-10
GM-IN-INB-00246,101,LOT-046-A,33,INB-00246,2025-04-04
GM-IN-INB-00246,101,LOT-046-A,33,INB-00246,2025-05-23
GM-IN-INB-00247,101,LOT-046-B,26,INB-00247,2025-04-10
GM-IN-INB-00247,101,LOT-046-B,26,INB-00247,2025-04-06
GM-IN-INB-00247,101,LOT-046-B,26,INB-00247,2025-05-06
GM-IN-INB-00248,101,LOT-046-B,15,INB-00248,2025-04-06
GM-IN-INB-00248,101,LOT-046-B,15,INB-00248,2025-04-11
GM-IN-INB-00248,101,LOT-046-B,15,INB-00248,2025-04-21
GM-IN-INB-00249,101,LOT-046-B,25,INB-00249,2025-04-29
GM-IN-INB-00249,101,LOT-046-B,25,INB-00249,2025-04-13
GM-IN-INB-00249,101,LOT-046-B,25,INB-00249,2025-04-22
GM-IN-INB-00250,101,LOT-046-C,34,INB-00250,2025-05-03
GM-IN-INB-00250,101,LOT-046-C,34,INB-00250,2025-04-02
GM-IN-INB-00250,101,LOT-046-C,34,INB-00250,2025-05-22
GM-IN-INB-00251,101,LOT-046-C,50,INB-00251,2025-05-15
GM-IN-INB-00251,101,LOT-046-C,50,INB-00251,2025-05-16
GM-IN-INB-00251,101,LOT-046-C,50,INB-00251,2025-04-25
