depot_id,lot_id,storage_bin,qty_on_hand,cycle_count_dt
DEPOT-NJ,LOT-022-B,BIN-1896,14,2025-07-22
DEPOT-NJ,LOT-022-B,BIN-0667,1,2025-07-21
DEPOT-NJ,LOT-022-C,BIN-0920,18,2025-07-22
DEPOT-NJ,LOT-022-C,BIN-1470,11,2025-07-18
DEPOT-NJ,LOT-022-C,BIN-0256,15,2025-07-29
DEPOT-NJ,LOT-022-C,BIN-1652,15,2025-07-09
DEPOT-NJ,LOT-022-C,BIN-0923,5,2025-07-16
DEPOT-NJ,LOT-038-A,BIN-0725,121,2025-07-05
DEPOT-NJ,LOT-038-B,BIN-1645,6,2025-07-23
DEPOT-NJ,LOT-038-B,BIN-0928,8,2025-07-31
DEPOT-NJ,LOT-038-B,BIN-0257,7,2025-07-13
DEPOT-NJ,LOT-038-B,BIN-0778,8,2025-07-27
DEPOT-NJ,LOT-038-B,BIN-0741,2,2025-07-31
DEPOT-NJ,LOT-038-C,BIN-0582,73,2025-07-12
DEPOT-NJ,LOT-038-C,BIN-1266,11,2025-07-24
DEPOT-NJ,LOT-039-A,BIN-0474,4,2025-07-23
DEPOT-NJ,LOT-039-A,BIN-1571,8,2025-07-25
DEPOT-NJ,LOT-039-A,BIN-1848,4,2025-07-13
DEPOT-NJ,LOT-039-A,BIN-0026,9,2025-07-20
DEPOT-NJ,LOT-039-A,BIN-0836,2,2025-07-18
DEPOT-NJ,LOT-039-A,BIN-0408,8,2025-07-31
DEPOT-NJ,LOT-039-B,BIN-1786,11,2025-07-03
DEPOT-NJ,LOT-039-B,BIN-0489,2,2025-07-31
DEPOT-NJ,LOT-039-C,BIN-1988,22,2025-07-22
DEPOT-NJ,LOT-039-C,BIN-1295,31,2025-07-18
DEPOT-NJ,LOT-041-A,BIN-1373,36,2025-07-14
DEPOT-NJ,LOT-041-A,BIN-1231,7,2025-07-05
DEPOT-NJ,LOT-041-B,BIN-1660,10,2025-07-31
DEPOT-NJ,LOT-041-B,BIN-1232,16,2025-07-25
DEPOT-NJ,LOT-041-B,BIN-0838,2,2025-07-24
DEPOT-NJ,LOT-041-B,BIN-1870,1,2025-07-30
DEPOT-NJ,LOT-041-C,BIN-0757,1,2025-07-30
DEPOT-NJ,LOT-041-C,BIN-1563,14,2025-07-21
DEPOT-NJ,LOT-041-C,BIN-1870,2,2025-07-15
DEPOT-NJ,LOT-041-C,BIN-0181,7,2025-07-14
DEPOT-NJ,LOT-042-A,BIN-0034,30,2025-07-19
DEPOT-NJ,LOT-042-A,BIN-0077,15,2025-07-20
DEPOT-NJ,LOT-042-A,BIN-1731,16,2025-07-06
DEPOT-NJ,LOT-042-A,BIN-0397,2,2025-07-27
DEPOT-NJ,LOT-042-B,BIN-0278,20,2025-07-04
DEPOT-NJ,LOT-042-B,BIN-0737,12,2025-07-24
DEPOT-NJ,LOT-042-C,BIN-0392,17,2025-07-25
DEPOT-NJ,LOT-042-C,BIN-1128,18,2025-07-03
DEPOT-NJ,LOT-042-C,BIN-0055,2,2025-07-12
DEPOT-NJ,LOT-042-C,BIN-0671,2,2025-07-19
DEPOT-NJ,LOT-042-C,BIN-0646,15,2025-07-12
DEPOT-NJ,LOT-044-A,BIN-1159,13,2025-07-08
DEPOT-NJ,LOT-044-A,BIN-0239,11,2025-07-15
DEPOT-NJ,LOT-044-A,BIN-0397,4,2025-07-30
DEPOT-NJ,LOT-044-A,BIN-1635,13,2025-07-11
DEPOT-NJ,LOT-044-A,BIN-1806,4,2025-07-27
DEPOT-NJ,LOT-044-A,BIN-0203,2,2025-07-21
DEPOT-NJ,LOT-044-B,BIN-1408,6,2025-07-12
DEPOT-NJ,LOT-044-B,BIN-1650,5,2025-07-09
DEPOT-NJ,LOT-044-B,BIN-0165,3,2025-07-25
DEPOT-NJ,LOT-044-B,BIN-0929,3,2025-07-24
DEPOT-NJ,LOT-044-B,BIN-1378,2,2025-07-17
DEPOT-NJ,LOT-044-C,BIN-0728,8,2025-08-01
DEPOT-NJ,LOT-044-C,BIN-0973,3,2025-07-15
DEPOT-NJ,LOT-044-C,BIN-1348,5,2025-07-10
DEPOT-NJ,LOT-044-C,BIN-0653,6,2025-07-27
DEPOT-NJ,LOT-044-C,BIN-0105,2,2025-07-18
DEPOT-NJ,LOT-048-A,BIN-1482,1,2025-07-21
DEPOT-NJ,LOT-048-A,BIN-1764,5,2025-07-22
DEPOT-NJ,LOT-048-B,BIN-0929,11,2025-07-09
DEPOT-NJ,LOT-048-B,BIN-0907,12,2025-07-04
DEPOT-NJ,LOT-048-B,BIN-0236,4,2025-07-10
DEPOT-NJ,LOT-048-B,BIN-0050,1,2025-07-04
DEPOT-NJ,LOT-048-B,BIN-1182,8,2025-07-22
DEPOT-NJ,LOT-048-B,BIN-0947,4,2025-07-21
DEPOT-NJ,LOT-048-C,BIN-1578,139,2025-07-25
DEPOT-NJ,LOT-049-A,BIN-0391,14,2025-07-07
DEPOT-NJ,LOT-049-A,BIN-0819,12,2025-07-22
DEPOT-NJ,LOT-049-A,BIN-1010,2,2025-07-26
DEPOT-NJ,LOT-049-A,BIN-0865,14,2025-07-24
DEPOT-NJ,LOT-049-A,BIN-1590,7,2025-08-01
DEPOT-NJ,LOT-049-A,BIN-1881,17,2025-07-18
DEPOT-NJ,LOT-049-B,BIN-0538,2,2025-07-12
DEPOT-NJ,LOT-049-B,BIN-1363,3,2025-07-30
DEPOT-NJ,LOT-049-B,BIN-0543,3,2025-07-20
DEPOT-NJ,LOT-049-B,BIN-0948,3,2025-07-05
DEPOT-NJ,LOT-049-B,BIN-1247,3,2025-08-01
DEPOT-NJ,LOT-049-B,BIN-0035,1,2025-07-07
DEPOT-NJ,LOT-049-C,BIN-0477,19,2025-07-31
DEPOT-NJ,LOT-049-C,BIN-0193,13,2025-07-04
DEPOT-NJ,LOT-049-C,BIN-0490,9,2025-07-10
DEPOT-NJ,LOT-052-A,BIN-0690,33,2025-07-15
DEPOT-NJ,LOT-052-A,BIN-1890,23,2025-07-12
DEPOT-NJ,LOT-052-B,BIN-1272,18,2025-07-03
DEPOT-NJ,LOT-052-C,BIN-1637,4,2025-07-18
DEPOT-NJ,LOT-052-C,BIN-1130,9,2025-07-10
DEPOT-NJ,LOT-052-C,BIN-0335,5,2025-07-16
DEPOT-NJ,LOT-052-C,BIN-0053,9,2025-07-30
DEPOT-NJ,LOT-052-C,BIN-1444,2,2025-07-20
DEPOT-NJ,LOT-054-A,BIN-1149,22,2025-07-14
DEPOT-NJ,LOT-054-A,BIN-0060,24,2025-07-16
DEPOT-NJ,LOT-054-A,BIN-1381,14,2025-07-30
DEPOT-NJ,LOT-054-A,BIN-1209,14,2025-07-20
DEPOT-NJ,LOT-054-B,BIN-1965,4,2025-07-05
DEPOT-NJ,LOT-054-C,BIN-0722,3,2025-07-22
DEPOT-NJ,LOT-054-C,BIN-1454,16,2025-07-12
DEPOT-NJ,LOT-054-C,BIN-0816,13,2025-07-14
DEPOT-NJ,LOT-054-C,BIN-0514,18,2025-07-22
DEPOT-NJ,LOT-054-C,BIN-1227,2,2025-07-04
DEPOT-NJ,LOT-054-C,BIN-0788,4,2025-07-30
DEPOT-NJ,LOT-060-A,BIN-0252,67,2025-07-19
DEPOT-NJ,LOT-060-A,BIN-1531,6,2025-07-07
DEPOT-NJ,LOT-060-B,BIN-1963,2,2025-07-03
DEPOT-NJ,LOT-060-B,BIN-0493,3,2025-08-01
DEPOT-NJ,LOT-060-B,BIN-0193,14,2025-07-04
DEPOT-NJ,LOT-060-B,BIN-1311,7,2025-07-25
DEPOT-NJ,LOT-060-C,BIN-0136,8,2025-07-06
DEPOT-NJ,LOT-060-C,BIN-0728,16,2025-07-17
DEPOT-NJ,LOT-060-C,BIN-0839,3,2025-07-03
DEPOT-NJ,LOT-060-C,BIN-0783,5,2025-07-08
DEPOT-TYO,LOT-010-A,BIN-0576,10,2025-07-21
DEPOT-TYO,LOT-010-A,BIN-1195,16,2025-07-07
DEPOT-TYO,LOT-010-B,BIN-0006,18,2025-07-09
DEPOT-TYO,LOT-010-B,BIN-1842,12,2025-07-26
DEPOT-TYO,LOT-010-C,BIN-1091,91,2025-07-04
DEPOT-TYO,LOT-018-A,BIN-1156,12,2025-07-27
DEPOT-TYO,LOT-018-A,BIN-1308,3,2025-07-21
DEPOT-TYO,LOT-018-A,BIN-1611,12,2025-07-23
DEPOT-TYO,LOT-018-A,BIN-1417,8,2025-07-06
DEPOT-TYO,LOT-018-A,BIN-1040,8,2025-07-05
DEPOT-TYO,LOT-018-A,BIN-1047,5,2025-08-01
DEPOT-TYO,LOT-018-B,BIN-0029,3,2025-07-20
DEPOT-TYO,LOT-018-B,BIN-1167,2,2025-07-29
DEPOT-TYO,LOT-018-B,BIN-0885,5,2025-07-26
DEPOT-TYO,LOT-018-B,BIN-0108,12,2025-07-15
DEPOT-TYO,LOT-018-C,BIN-1196,19,2025-07-10
DEPOT-TYO,LOT-018-C,BIN-0998,7,2025-07-13
DEPOT-TYO,LOT-018-C,BIN-1764,6,2025-07-28
DEPOT-TYO,LOT-028-A,BIN-0111,26,2025-07-17
DEPOT-TYO,LOT-028-A,BIN-1196,19,2025-07-17
DEPOT-TYO,LOT-028-A,BIN-1576,4,2025-07-13
DEPOT-TYO,LOT-028-B,BIN-0350,8,2025-07-19
DEPOT-TYO,LOT-028-B,BIN-0925,1,2025-07-10
DEPOT-TYO,LOT-028-B,BIN-0827,3,2025-07-29
DEPOT-TYO,LOT-028-B,BIN-1234,4,2025-07-29
DEPOT-TYO,LOT-028-B,BIN-0559,1,2025-07-10
DEPOT-TYO,LOT-028-C,BIN-0556,5,2025-07-27
DEPOT-TYO,LOT-028-C,BIN-0168,15,2025-07-09
DEPOT-TYO,LOT-028-C,BIN-0149,9,2025-07-29
DEPOT-TYO,LOT-028-C,BIN-1419,19,2025-07-15
DEPOT-TYO,LOT-029-A,BIN-1942,33,2025-07-12
DEPOT-TYO,LOT-029-B,BIN-0673,5,2025-07-26
DEPOT-TYO,LOT-029-B,BIN-1665,3,2025-07-05
DEPOT-TYO,LOT-029-B,BIN-0174,1,2025-07-07
DEPOT-TYO,LOT-029-B,BIN-0463,2,2025-07-26
DEPOT-TYO,LOT-029-C,BIN-0736,12,2025-07-11
DEPOT-TYO,LOT-029-C,BIN-0443,2,2025-07-05
DEPOT-TYO,LOT-029-C,BIN-0010,11,2025-07-24
DEPOT-TYO,LOT-029-C,BIN-1725,6,2025-07-15
DEPOT-TYO,LOT-029-C,BIN-1510,9,2025-07-22
DEPOT-TYO,LOT-033-A,BIN-1823,6,2025-07-07
DEPOT-TYO,LOT-033-A,BIN-0226,8,2025-07-27
DEPOT-TYO,LOT-033-A,BIN-0777,4,2025-07-03
DEPOT-TYO,LOT-033-A,BIN-0360,1,2025-07-21
DEPOT-TYO,LOT-033-A,BIN-1617,13,2025-07-30
DEPOT-TYO,LOT-033-B,BIN-1400,7,2025-07-07
DEPOT-TYO,LOT-033-B,BIN-0192,6,2025-07-23
DEPOT-TYO,LOT-033-C,BIN-0304,7,2025-07-23
DEPOT-TYO,LOT-047-A,BIN-1232,1,2025-07-17
DEPOT-TYO,LOT-047-A,BIN-1500,10,2025-07-07
DEPOT-TYO,LOT-047-A,BIN-1845,11,2025-07-21
DEPOT-TYO,LOT-047-A,BIN-1107,12,2025-07-09
DEPOT-TYO,LOT-047-A,BIN-0200,7,2025-07-08
DEPOT-TYO,LOT-047-B,BIN-0841,7,2025-07-15
DEPOT-TYO,LOT-047-B,BIN-0671,3,2025-07-24
DEPOT-TYO,LOT-047-B,BIN-0507,5,2025-07-29
DEPOT-TYO,LOT-047-B,BIN-1295,2,2025-07-25
DEPOT-TYO,LOT-047-B,BIN-0405,1,2025-07-28
DEPOT-TYO,LOT-047-B,BIN-1102,1,2025-07-22
DEPOT-TYO,LOT-047-C,BIN-0476,2,2025-07-27
DEPOT-TYO,LOT-047-C,BIN-1172,28,2025-07-09
DEPOT-TYO,LOT-047-C,BIN-1331,2,2025-07-30
DEPOT-TYO,LOT-047-C,BIN-0347,11,2025-07-17
DEPOT-TYO,LOT-056-A,BIN-1654,14,2025-07-08
DEPOT-TYO,LOT-056-A,BIN-0160,4,2025-07-20
DEPOT-TYO,LOT-056-A,BIN-0790,13,2025-07-11
DEPOT-TYO,LOT-056-A,BIN-1997,9,2025-07-19
DEPOT-TYO,LOT-056-A,BIN-0629,6,2025-07-24
DEPOT-TYO,LOT-056-B,BIN-0700,52,2025-07-29
DEPOT-TYO,LOT-056-C,BIN-0056,6,2025-08-01
DEPOT-TYO,LOT-056-C,BIN-1350,23,2025-07-24
DEPOT-NJ,LOT-008-A,BIN-0034,0,2025-07-18
DEPOT-TYO,LOT-048-B,BIN-0539,0,2025-07-16
DEPOT-NJ,LOT-047-B,BIN-1105,0,2025-07-17
DEPOT-NJ,LOT-022-B,BIN-0849,0,2025-07-29
DEPOT-NJ,LOT-024-A,BIN-0946,0,2025-07-27
DEPOT-HH,LOT-059-A,BIN-0237,0,2025-07-31
DEPOT-HH,LOT-010-A,BIN-0945,0,2025-07-27
DEPOT-HH,LOT-025-A,BIN-1481,0,2025-07-09
DEPOT-HH,LOT-034-C,BIN-1530,0,2025-07-25
DEPOT-HH,LOT-023-A,BIN-1001,0,2025-07-20
DEPOT-HH,LOT-003-B,BIN-0367,0,2025-07-09
DEPOT-BLR,LOT-017-C,BIN-1093,0,2025-07-31
DEPOT-HH,LOT-002-A,BIN-1100,0,2025-07-11
DEPOT-TYO,LOT-060-C,BIN-0747,0,2025-07-14
DEPOT-BLR,LOT-039-C,BIN-0237,0,2025-07-07
DEPOT-TYO,LOT-040-B,BIN-1296,0,2025-07-29
DEPOT-HH,LOT-027-A,BIN-1867,0,2025-07-23
DEPOT-HH,LOT-028-C,BIN-0752,0,2025-07-05
DEPOT-HH,LOT-007-B,BIN-0537,0,2025-07-23
DEPOT-HH,LOT-029-B,BIN-1972,0,2025-07-31
DEPOT-HH,LOT-018-C,BIN-0326,0,2025-07-10
DEPOT-HH,LOT-012-B,BIN-1527,0,2025-07-06
DEPOT-NJ,LOT-060-B,BIN-1662,0,2025-07-05
DEPOT-HH,LOT-017-A,BIN-1361,0,2025-07-09
DEPOT-NJ,LOT-021-A,BIN-0658,0,2025-07-25
DEPOT-BLR,LOT-014-C,BIN-1445,0,2025-07-11
DEPOT-HH,LOT-011-B,BIN-1432,0,2025-07-04
DEPOT-TYO,LOT-029-C,BIN-1529,0,2025-07-04
DEPOT-NJ,LOT-058-C,BIN-0554,0,2025-07-25
DEPOT-NJ,LOT-034-C,BIN-1656,0,2025-07-25
DEPOT-HH,LOT-041-A,BIN-1716,0,2025-07-21
DEPOT-TYO,LOT-045-A,BIN-0196,0,2025-07-17
DEPOT-HH,LOT-010-B,BIN-1789,0,2025-07-28
DEPOT-HH,LOT-005-A,BIN-0032,0,2025-07-15
DEPOT-NJ,LOT-035-A,BIN-0563,0,2025-07-19
DEPOT-NJ,LOT-004-C,BIN-1899,0,2025-07-20
DEPOT-HH,LOT-042-B,BIN-0588,0,2025-07-12
DEPOT-HH,LOT-001-B,BIN-1642,0,2025-07-09
DEPOT-HH,LOT-035-A,BIN-1739,0,2025-07-20
DEPOT-NJ,LOT-005-A,BIN-1457,0,2025-07-27
DEPOT-BLR,LOT-001-A,BIN-1906,0,2025-07-05
DEPOT-TYO,LOT-011-B,BIN-1417,0,2025-07-26
DEPOT-TYO,LOT-051-C,BIN-1541,0,2025-07-03
DEPOT-NJ,LOT-013-C,BIN-0904,0,2025-07-16
DEPOT-HH,LOT-028-A,BIN-0151,0,2025-07-14
DEPOT-NJ,LOT-025-C,BIN-0934,0,2025-07-10
DEPOT-NJ,LOT-034-A,BIN-0831,0,2025-07-18
DEPOT-BLR,LOT-028-A,BIN-0096,0,2025-07-26
DEPOT-NJ,LOT-027-C,BIN-0089,0,2025-07-04
DEPOT-NJ,LOT-038-B,BIN-1339,0,2025-07-11
DEPOT-HH,LOT-023-B,BIN-1796,0,2025-07-20
DEPOT-BLR,LOT-053-B,BIN-1994,0,2025-07-27
DEPOT-HH,LOT-058-A,BIN-0276,0,2025-07-24
DEPOT-HH,LOT-003-B,BIN-1627,0,2025-07-23
DEPOT-NJ,LOT-018-C,BIN-1328,0,2025-07-05
DEPOT-HH,LOT-028-A,BIN-0766,0,2025-07-04
DEPOT-HH,LOT-051-B,BIN-1662,0,2025-07-09
DEPOT-HH,LOT-017-C,BIN-0736,0,2025-07-28
DEPOT-NJ,LOT-040-C,BIN-0336,0,2025-07-19
DEPOT-TYO,LOT-014-B,BIN-0293,0,2025-07-04
DEPOT-HH,LOT-047-B,BIN-1004,0,2025-07-16
DEPOT-NJ,LOT-032-C,BIN-0513,0,2025-07-12
DEPOT-NJ,LOT-052-B,BIN-0093,0,2025-07-09
DEPOT-TYO,LOT-019-C,BIN-1161,0,2025-07-18
DEPOT-NJ,LOT-035-A,BIN-1720,0,2025-07-30
DEPOT-HH,LOT-054-B,BIN-1232,0,2025-07-18
DEPOT-NJ,LOT-036-C,BIN-1994,0,2025-08-01
DEPOT-HH,LOT-060-B,BIN-1655,0,2025-07-08
DEPOT-NJ,LOT-049-A,BIN-0473,0,2025-07-05
DEPOT-NJ,LOT-004-B,BIN-1615,0,2025-07-30
DEPOT-HH,LOT-043-B,BIN-0099,0,2025-07-11
DEPOT-HH,LOT-050-C,BIN-0434,0,2025-07-22
DEPOT-HH,LOT-046-A,BIN-0205,0,2025-07-11
DEPOT-HH,LOT-040-A,BIN-1752,0,2025-07-26
DEPOT-HH,LOT-060-A,BIN-1556,0,2025-07-15
DEPOT-NJ,LOT-023-A,BIN-0115,0,2025-07-10
DEPOT-TYO,LOT-022-C,BIN-1158,0,2025-07-21
DEPOT-HH,LOT-029-A,BIN-0331,0,2025-07-30
DEPOT-HH,LOT-029-B,BIN-0149,0,2025-07-28
DEPOT-HH,LOT-025-B,BIN-0416,0,2025-07-26
DEPOT-HH,LOT-048-A,BIN-0604,0,2025-07-09
DEPOT-TYO,LOT-030-B,BIN-0759,0,2025-07-10
DEPOT-TYO,LOT-025-A,BIN-1006,0,2025-07-20
DEPOT-TYO,LOT-012-C,BIN-1909,0,2025-07-07
DEPOT-NJ,LOT-043-C,BIN-1630,0,2025-07-21
DEPOT-NJ,LOT-030-B,BIN-1203,0,2025-07-18
DEPOT-HH,LOT-029-C,BIN-0400,0,2025-07-22
DEPOT-HH,LOT-019-C,BIN-1177,0,2025-07-13
DEPOT-BLR,LOT-041-B,BIN-0922,0,2025-07-29
DEPOT-HH,LOT-006-C,BIN-1164,0,2025-07-20
DEPOT-NJ,LOT-044-A,BIN-1254,0,2025-07-22
DEPOT-HH,LOT-032-A,BIN-0924,0,2025-07-17
DEPOT-TYO,LOT-034-A,BIN-1735,0,2025-07-08
DEPOT-HH,LOT-007-B,BIN-1972,0,2025-07-20
DEPOT-NJ,LOT-059-B,BIN-0292,0,2025-07-17
DEPOT-NJ,LOT-025-B,BIN-1486,0,2025-07-12
DEPOT-HH,LOT-043-A,BIN-1806,0,2025-07-21
DEPOT-NJ,LOT-052-A,BIN-0272,0,2025-07-17
DEPOT-NJ,LOT-014-A,BIN-1631,0,2025-07-14
DEPOT-HH,LOT-028-B,BIN-0928,0,2025-07-22
DEPOT-NJ,LOT-049-C,BIN-0303,0,2025-07-27
DEPOT-NJ,LOT-004-C,BIN-1450,0,2025-07-17
DEPOT-BLR,LOT-043-B,BIN-0852,0,2025-07-23
DEPOT-NJ,LOT-030-C,BIN-1013,0,2025-07-12
DEPOT-HH,LOT-014-A,BIN-0651,0,2025-07-08
DEPOT-HH,LOT-040-B,BIN-0474,0,2025-07-13
DEPOT-NJ,LOT-039-B,BIN-1354,0,2025-07-25
DEPOT-HH,LOT-011-A,BIN-0110,0,2025-07-22
DEPOT-HH,LOT-016-B,BIN-0386,0,2025-07-20
DEPOT-TYO,LOT-017-A,BIN-1769,0,2025-07-19
DEPOT-BLR,LOT-005-B,BIN-1067,0,2025-07-26
DEPOT-HH,LOT-037-B,BIN-1684,0,2025-07-21
DEPOT-NJ,LOT-005-C,BIN-1752,0,2025-07-13
DEPOT-TYO,LOT-008-C,BIN-0455,0,2025-07-20
DEPOT-HH,LOT-030-C,BIN-0609,0,2025-07-22
DEPOT-HH,LOT-024-C,BIN-0347,0,2025-07-16
DEPOT-HH,LOT-031-C,BIN-0196,0,2025-07-22
DEPOT-HH,LOT-027-A,BIN-0347,0,2025-07-08
DEPOT-HH,LOT-041-A,BIN-1728,0,2025-07-11
DEPOT-NJ,LOT-018-C,BIN-1345,0,2025-07-15
DEPOT-HH,LOT-058-C,BIN-0427,0,2025-08-01
DEPOT-NJ,LOT-032-C,BIN-0779,0,2025-07-30
DEPOT-TYO,LOT-006-C,BIN-0324,0,2025-07-24
DEPOT-NJ,LOT-018-A,BIN-0378,0,2025-07-05
DEPOT-HH,LOT-046-B,BIN-1360,0,2025-08-01
DEPOT-TYO,LOT-014-C,BIN-0975,0,2025-07-17
DEPOT-NJ,LOT-035-B,BIN-1651,0,2025-07-04
DEPOT-NJ,LOT-016-A,BIN-1659,0,2025-07-13
DEPOT-NJ,LOT-052-B,BIN-0095,0,2025-07-05
DEPOT-NJ,LOT-019-C,BIN-0273,0,2025-07-21
DEPOT-NJ,LOT-013-A,BIN-1946,0,2025-07-17
DEPOT-HH,LOT-017-A,BIN-1460,0,2025-07-08
DEPOT-BLR,LOT-002-A,BIN-1983,0,2025-07-07
DEPOT-NJ,LOT-009-B,BIN-0928,0,2025-07-14
DEPOT-NJ,LOT-023-A,BIN-1856,0,2025-07-06
DEPOT-TYO,LOT-004-A,BIN-0194,0,2025-07-07
DEPOT-HH,LOT-038-A,BIN-1529,0,2025-07-07
DEPOT-HH,LOT-030-B,BIN-0042,0,2025-07-21
DEPOT-BLR,LOT-057-A,BIN-1314,0,2025-07-26
DEPOT-HH,LOT-029-B,BIN-0123,0,2025-07-09
DEPOT-HH,LOT-048-A,BIN-0970,0,2025-07-06
DEPOT-HH,LOT-045-B,BIN-0552,0,2025-07-15
DEPOT-NJ,LOT-044-B,BIN-0622,0,2025-07-06
DEPOT-NJ,LOT-050-C,BIN-0725,0,2025-07-23
DEPOT-TYO,LOT-025-A,BIN-1706,0,2025-07-29
DEPOT-TYO,LOT-005-C,BIN-0480,0,2025-07-22
DEPOT-BLR,LOT-027-B,BIN-0408,0,2025-07-08
DEPOT-HH,LOT-007-B,BIN-1785,0,2025-07-31
DEPOT-HH,LOT-054-A,BIN-0038,0,2025-07-16
DEPOT-TYO,LOT-055-C,BIN-0164,0,2025-07-07
DEPOT-NJ,LOT-057-A,BIN-0265,0,2025-07-27
DEPOT-HH,LOT-038-C,BIN-1280,0,2025-07-20
DEPOT-BLR,LOT-007-B,BIN-1600,0,2025-07-24
DEPOT-NJ,LOT-012-A,BIN-0344,0,2025-07-28
DEPOT-HH,LOT-001-B,BIN-0032,0,2025-07-24
DEPOT-NJ,LOT-004-B,BIN-1335,0,2025-07-30
DEPOT-HH,LOT-010-A,BIN-0485,0,2025-07-10
DEPOT-HH,LOT-045-C,BIN-0649,0,2025-07-29
DEPOT-HH,LOT-016-B,BIN-0466,0,2025-07-12
DEPOT-HH,LOT-019-B,BIN-1045,0,2025-07-05
DEPOT-NJ,LOT-021-A,BIN-1363,0,2025-07-09
DEPOT-HH,LOT-038-B,BIN-0657,0,2025-07-05
DEPOT-TYO,LOT-048-B,BIN-0446,0,2025-07-29
DEPOT-TYO,LOT-022-A,BIN-0143,0,2025-07-20
DEPOT-TYO,LOT-033-A,BIN-0225,0,2025-07-31
DEPOT-HH,LOT-029-B,BIN-0578,0,2025-07-05
DEPOT-NJ,LOT-046-A,BIN-0456,0,2025-07-31
DEPOT-HH,LOT-037-C,BIN-0801,0,2025-07-07
DEPOT-TYO,LOT-053-B,BIN-1110,0,2025-07-16
DEPOT-NJ,LOT-036-B,BIN-1483,0,2025-07-31
DEPOT-BLR,LOT-044-C,BIN-1284,0,2025-07-23
DEPOT-NJ,LOT-006-A,BIN-1509,0,2025-07-03
DEPOT-HH,LOT-013-A,BIN-1812,0,2025-07-12
DEPOT-NJ,LOT-008-B,BIN-0318,0,2025-07-26
DEPOT-NJ,LOT-018-A,BIN-0801,0,2025-07-17
DEPOT-NJ,LOT-002-A,BIN-1046,0,2025-07-21
DEPOT-HH,LOT-020-A,BIN-1491,0,2025-07-12
DEPOT-NJ,LOT-039-C,BIN-0221,0,2025-07-14
DEPOT-NJ,LOT-009-A,BIN-0989,0,2025-07-31
DEPOT-TYO,LOT-044-B,BIN-1603,0,2025-07-24
DEPOT-HH,LOT-011-C,BIN-0211,0,2025-07-16
DEPOT-HH,LOT-033-C,BIN-0033,0,2025-07-23
DEPOT-HH,LOT-041-C,BIN-0078,0,2025-07-03
DEPOT-HH,LOT-029-B,BIN-1241,0,2025-07-18
DEPOT-HH,LOT-058-B,BIN-1301,0,2025-07-20
DEPOT-BLR,LOT-051-A,BIN-1741,0,2025-07-11
DEPOT-HH,LOT-048-C,BIN-1792,0,2025-07-23
DEPOT-HH,LOT-016-C,BIN-0807,0,2025-07-29
DEPOT-TYO,LOT-020-C,BIN-1841,0,2025-07-16
DEPOT-NJ,LOT-007-B,BIN-1213,0,2025-07-06
DEPOT-TYO,LOT-036-B,BIN-1051,0,2025-07-28
DEPOT-HH,LOT-026-C,BIN-1731,0,2025-07-03
DEPOT-TYO,LOT-059-A,BIN-0628,0,2025-07-15
DEPOT-NJ,LOT-027-A,BIN-1392,0,2025-07-04
DEPOT-HH,LOT-001-A,BIN-0650,0,2025-07-05
DEPOT-NJ,LOT-021-C,BIN-0502,0,2025-07-09
DEPOT-BLR,LOT-018-B,BIN-1377,0,2025-07-13
DEPOT-TYO,LOT-042-B,BIN-1243,0,2025-07-09
DEPOT-TYO,LOT-007-A,BIN-0096,0,2025-07-04
DEPOT-HH,LOT-003-C,BIN-0358,0,2025-07-19
DEPOT-HH,LOT-032-C,BIN-0187,0,2025-07-03
DEPOT-BLR,LOT-045-C,BIN-0825,0,2025-07-16
DEPOT-HH,LOT-040-B,BIN-0096,0,2025-07-23
DEPOT-HH,LOT-037-C,BIN-0857,0,2025-07-09
DEPOT-BLR,LOT-055-A,BIN-0411,0,2025-07-25
DEPOT-NJ,LOT-037-C,BIN-1954,0,2025-07-31
DEPOT-HH,LOT-026-B,BIN-0808,0,2025-07-03
DEPOT-HH,LOT-038-C,BIN-1936,0,2025-07-26
DEPOT-NJ,LOT-011-C,BIN-1719,0,2025-07-04
DEPOT-NJ,LOT-023-A,BIN-1488,0,2025-07-04
DEPOT-HH,LOT-013-C,BIN-1398,0,2025-07-12
DEPOT-HH,LOT-041-A,BIN-1392,0,2025-07-20
DEPOT-HH,LOT-057-B,BIN-1860,0,2025-07-04
DEPOT-HH,LOT-049-C,BIN-1679,0,2025-08-01
DEPOT-HH,LOT-004-B,BIN-0700,0,2025-07-21
DEPOT-HH,LOT-050-C,BIN-0650,0,2025-07-28
DEPOT-HH,LOT-022-B,BIN-0664,0,2025-08-01
DEPOT-NJ,LOT-022-B,BIN-1541,0,2025-07-11
DEPOT-BLR,LOT-046-B,BIN-1286,0,2025-07-22
DEPOT-HH,LOT-057-C,BIN-0703,0,2025-07-16
DEPOT-NJ,LOT-018-C,BIN-1718,0,2025-07-04
DEPOT-NJ,LOT-054-B,BIN-1395,0,2025-07-22
DEPOT-NJ,LOT-046-C,BIN-1259,0,2025-08-01
DEPOT-HH,LOT-044-C,BIN-1554,0,2025-07-31
DEPOT-NJ,LOT-005-A,BIN-1208,0,2025-07-20
DEPOT-HH,LOT-028-C,BIN-1302,0,2025-07-25
DEPOT-HH,LOT-005-C,BIN-0761,0,2025-07-30
